Game,WatchTime,StreamTime,PeakViewers,PeakChannels,UniqueStreamers,AverageViewers,AverageChannels,AverageViewerToChannelRatio
Dissidia Final Fantasy NT,5416680,813120,8379,61,2808,134,20,6.66
Dissidia: Final Fantasy Opera Omnia,3535200,185160,759,17,319,87,4,19.09
DISTRAINT,3202500,12540,12385,7,79,79,0,255.38
Divinity: Original Sin II,8402280,1022160,3360,62,2288,208,25,8.22
Dofus,5177400,373860,1305,52,677,128,9,13.85
Doki Doki Literature Club,18907980,1059660,6580,84,4338,469,26,17.84
Domina,2414520,48420,13612,10,283,59,1,49.87
Donkey Kong Country,2421840,60420,881,8,335,60,1,40.08
Don't Starve Together,9273360,1070160,3564,61,3387,230,26,8.67
Doom,5283180,601560,13320,42,3065,131,14,8.78
Dota 2,1978666380,23123820,285802,966,32216,49147,574,85.57
Dragon Ball FighterZ,231184380,6514020,45122,494,24416,5742,161,35.49
DragonBall Z: Dokkan Battle,2178120,213000,933,17,452,54,5,10.23
Duck Game,4086960,46920,37402,8,464,101,1,87.1
Dungeon Fighter Online,5912520,416760,10948,26,628,146,10,14.19
Dungeons & Dragons,101584860,1847340,56456,179,2923,2523,45,54.99
Dungreed,84857820,573300,32732,90,1739,2107,14,148.02
Durango: Wild Lands,3929220,372240,1410,46,402,97,9,10.56
Dying Light,14246880,1638000,9208,122,6253,353,40,8.7
Dynasty Warriors 9,12164340,791520,7026,129,1786,302,19,15.37
EA Sports UFC 3,56193840,531120,44939,44,4158,1395,13,105.8
Earth Defense Forces 5,2201460,12540,3442,3,17,54,0,175.56
Eco,39470640,971580,28790,68,1770,980,24,40.63
Elite: Dangerous,13375920,1676220,5217,145,3089,332,41,7.98
Enter the Gungeon,4847520,387300,1755,27,1748,120,9,12.52
Escape From Tarkov,165130380,8979840,20635,443,11195,4101,223,18.39
Eternal,6545280,218520,3529,18,344,162,5,29.95
Euro Truck Simulator 2,23188380,2872020,11755,194,6866,575,71,8.07
Europa Universalis IV,9883740,535500,4770,40,856,245,13,18.46
EVE Online,12868440,681660,3100,39,907,319,16,18.88
EverQuest,3194700,405840,341,32,334,79,10,7.87
Everybody's Golf,2481420,40620,6674,6,208,61,1,61.09
Fable Anniversary,5510880,140940,11982,14,557,136,3,39.1
Factorio,9905640,961680,4372,55,1826,246,23,10.3
Fallout 3,6202260,331800,4272,25,707,154,8,18.69
Fallout 4,15913800,3775260,1982,193,9700,395,93,4.22
Fallout: New Vegas,4722240,593760,973,34,1668,117,14,7.95
Far Cry 3,2155680,187800,6120,14,684,53,4,11.48
Farm Together,12362640,46980,37932,20,187,307,1,263.15
Farming Simulator 17,11428680,1671660,1120,104,2931,283,41,6.84
Fate/Grand Order,7324800,440340,2304,29,674,181,10,16.63
Fe,3026160,103860,5279,34,457,75,2,29.14
FIFA 17,3413700,204180,3097,16,1442,84,5,16.72
FIFA 18,262046820,9775440,40252,651,30492,6508,242,26.81
Final Fantasy,4421940,133080,7506,20,269,109,3,33.23
Final Fantasy IX,3046080,350880,621,24,711,75,8,8.68
Final Fantasy Tactics,3856800,50100,3789,7,100,95,1,76.98
Final Fantasy VI,2562540,206760,1035,19,387,63,5,12.39
Final Fantasy VII,7823100,505620,10178,30,1024,194,12,15.47
Final Fantasy VIII,2601600,253860,674,18,402,64,6,10.25
Final Fantasy X/X-2 HD Remaster,3479820,697080,955,37,1325,86,17,4.99
Final Fantasy XII: The Zodiac Age,4485000,956340,4999,87,1978,111,23,4.69
FINAL FANTASY XIV Online,50901060,7125540,13500,595,8748,1264,176,7.14
Final Fantasy XV,6158700,978780,11473,86,3515,152,24,6.29
Finding Paradise,2215980,40740,2289,5,154,55,1,54.39
Fire Emblem Mobile,4511280,137160,2605,16,272,112,3,32.89
Fishing: Barents Sea,4630620,199200,35273,33,439,115,4,23.25
Football Manager 2018,9366780,526260,2835,40,670,232,13,17.8
For Honor,24545700,1983180,27419,136,6080,609,49,12.38
Fortnite,3941636040,206765640,261996,10523,400784,97904,5135,19.06
Forza Horizon 3,8261820,815460,8469,44,3490,205,20,10.13
Free Fire: Battlegrounds,2697480,132420,7483,13,726,67,3,20.37
Friday the 13th: The Game,11426940,1719300,3073,117,5603,283,42,6.65
Friends Marble,6646440,4680,25502,12,34,165,0,1420.18
FTL: Faster Than Light,11319180,210600,6031,14,797,281,5,53.75
Furi,3065700,114480,3710,14,719,76,2,26.78
Gameblast18,4059960,88440,8348,43,107,100,2,45.91
Games + Demos,117152280,1256220,25699,73,3480,2909,31,93.26
Gang Beasts,7458240,280140,33006,27,2631,185,6,26.62
Garry's Mod,16503540,1018380,19065,86,4808,409,25,16.21
Gears of War 4,17101320,1817760,16579,125,3861,424,45,9.41
GeoGuessr,4173180,52260,9186,7,335,103,1,79.85
Geometry Dash,4469700,616920,3933,44,2413,111,15,7.25
GetAmped,5212920,17220,8451,4,38,129,0,302.72
Getting Over It,18347820,661800,12513,41,4353,455,16,27.72
Girls Frontline,5399280,307560,1392,35,355,134,7,17.56
Girls und Panzer: Dream Tank Match,2733420,25380,8827,19,79,67,0,107.7
Golf It!,13945440,183240,38700,21,1280,346,4,76.1
Golf With Your Friends,8158620,504300,9313,44,3818,202,12,16.18
Grand Theft Auto III,4992720,101280,4870,14,372,124,2,49.3
Grand Theft Auto V,877693380,18724320,82575,937,43582,21800,465,46.87
Grand Theft Auto: Episodes from Liberty City,2950500,24000,7853,5,73,73,0,122.94
Grand Theft Auto: San Andreas,16247820,788580,4652,46,2500,403,19,20.6
Grand Theft Auto: Vice City,5319540,145800,6278,15,622,132,3,36.49
Grim Dawn,14512680,392640,16975,25,684,360,9,36.96
Guild Wars 2,22118100,1841160,2879,95,3151,549,45,12.01
Guilty Gear Xrd REV 2,3188520,91860,4415,10,410,79,2,34.71
Guitar Hero III: Legends of Rock,8628720,543000,1582,37,1861,214,13,15.89
Guts and Glory,4375860,67680,39458,13,574,108,1,64.66
Gwent: The Witcher Card Game,97914900,1394220,17244,103,2186,2432,34,70.23
Half-Life,2364300,129660,11995,13,685,58,3,18.23
Half-Life 2,2659980,176160,9074,17,887,66,4,15.1
Halo 5: Guardians,29293500,1894920,19016,124,4057,727,47,15.46
Halo: The Master Chief Collection,3054900,743160,424,49,1905,75,18,4.11
Hand Simulator,4807740,124440,40689,14,1382,119,3,38.64
Hearthstone,1677977400,11433720,89010,446,26634,41678,283,146.76
Hearts of Iron IV,14806320,434160,15070,37,1153,367,10,34.1
Heavy Rain,2936880,52800,4484,7,236,72,1,55.62
Heroes of Might and Magic III: The Shadow of Death,22950120,388800,3539,27,498,570,9,59.03
Heroes of Newerth,10285020,462480,1182,29,614,255,11,22.24
Heroes of the Storm,271627680,7721520,32456,330,13493,6746,191,35.18
Hollow Knight,7195620,791940,4430,47,2051,178,19,9.09
Home Sweet Home,3671160,42000,11460,9,208,91,1,87.41
Horizon Zero Dawn,8444100,1386600,4016,71,4143,209,34,6.09
Human: Fall Flat,14530740,646320,8092,53,4368,360,16,22.48
Hunt: Showdown,211843140,3532020,77406,308,11225,5261,87,59.98
I Wanna Be The Boshy,2257020,46560,1131,8,191,56,1,48.48
I Wanna Be The Guy,2993460,202080,2695,18,276,74,5,14.81
Independence Day,2764620,360,12830,3,4,68,0,7679.5
Infestation: The New Z,3259740,523800,702,32,876,80,13,6.22
Injustice 2,12808860,577680,13691,78,2982,318,14,22.17
Into the Breach,33415800,304140,39128,220,1338,830,7,109.87
iRacing.com,10142760,902640,1104,147,1291,251,22,11.24
IRL,1711696920,25019760,96698,904,73216,42516,621,68.41
Islands of Nyne: Battle Royale,45309780,583620,95640,107,1920,1125,14,77.64
Just Dance 2018,12648540,80160,8488,11,406,314,1,157.79
Kantai Collection,16257000,640800,6495,75,643,403,15,25.37
Kartrider,8539440,199860,6806,21,546,212,4,42.73
Keep Talking and Nobody Explodes,3926160,84420,25816,11,525,97,2,46.51
Kerbal Space Program,10553100,633600,10901,41,1716,262,15,16.66
Killing Floor 2,3629340,772380,8656,43,3356,90,19,4.7
Kingdom Come: Deliverance,634765020,11278140,211281,1561,20465,15766,280,56.28
Kingdom Hearts HD I.5 + II.5 Remix,12364860,826080,4490,65,1596,307,20,14.97
Kingdom Hearts II,2697600,105540,1614,16,317,67,2,25.56
Kingdom: New Lands,2529540,49020,7124,6,225,62,1,51.6
King's Raid,2507220,141840,274,11,188,62,3,17.68
Knight Online,7350000,210660,2386,20,280,182,5,34.89
Knives Out,3444960,365520,4493,28,980,85,9,9.42
L.A. Noire,3143280,297120,2101,26,965,78,7,10.58
Laser League,2278440,181980,10122,48,664,56,4,12.52
Late Shift,2530020,37440,11310,8,251,62,0,67.58
Layers of Fear,5873280,220560,17227,21,1407,145,5,26.63
League of Legends,4866953880,93936600,305040,3531,145155,120888,2333,51.81
Left 4 Dead 2,10186260,1090800,9457,62,5373,253,27,9.34
Lethal League,2533320,15960,31133,3,145,62,0,158.73
Life is Feudal: MMO,4460460,586020,2037,38,618,110,14,7.61
Life Is Strange,7370700,596100,3168,41,2214,183,14,12.36
Life Is Strange: Before the Storm,4705500,366480,2687,25,1343,116,9,12.84
Lineage 2: Revolution,3354480,316740,879,21,424,83,7,10.59
Lineage II,56270760,2464800,8861,176,1938,1397,61,22.83
Lineage M,4201980,154860,7468,15,122,104,3,27.13
Little Nightmares,9189720,229920,27187,32,1413,228,5,39.97
M.U.G.E.N,13293660,100200,547,5,51,330,2,132.67
Madden NFL 18,36390660,7798260,12245,544,21043,903,193,4.67
Magic: The Gathering,181018500,1181520,45967,65,1575,4496,29,153.21
Manual Samuel,2414280,9120,7906,3,62,59,0,264.72
MapleStory,14727780,1286100,1978,59,1766,365,31,11.45
Mario Kart 8,16200360,645300,32859,52,2373,402,16,25.11
Mario Party,4031820,41400,1693,8,128,100,1,97.39
Mario Party 3,3308940,35160,2637,8,101,82,0,94.11
Marvel vs. Capcom Infinite,2990820,49440,5731,7,420,74,1,60.49
Mass Effect 2,3182640,227880,841,21,466,79,5,13.97
Mass Effect 3,6101040,202560,3799,19,345,151,5,30.12
Mass Effect: Andromeda,5024580,316560,488,24,1254,124,7,15.87
MechWarrior Online,7138440,495300,766,38,662,177,12,14.41
Mega Man,2606940,61980,5061,8,190,64,1,42.06
Mega Man 2,5220720,86160,3019,11,213,129,2,60.59
Mega Man Legacy Collection 2,5675400,27000,6728,4,126,140,0,210.2
Mega Man X,3168720,87540,8381,14,322,78,2,36.2
Metal Gear Solid 3: Snake Eater,2882760,40980,3892,6,96,71,1,70.35
Metal Gear Solid V: The Phantom Pain,3159600,630180,6069,35,2171,78,15,5.01
Metal Gear Survive,47458440,1882440,44890,331,4957,1178,46,25.21
Metin 2,8394540,478320,1458,33,892,208,11,17.55
Metro 2033,6454680,155280,13734,16,742,160,3,41.57
Metro: Last Light,7245120,153060,26250,15,584,179,3,47.34
Microsoft Flight Simulator X,10851480,1033560,1241,62,1154,269,25,10.5
Middle-earth: Shadow of War,3690960,422760,5030,37,2205,91,10,8.73
Minecraft,200098380,13058520,32807,638,36610,4970,324,15.32
Miscreated,2846580,383880,3181,26,929,70,9,7.42
MLB The Show 17,3361440,187800,4817,22,1187,83,4,17.9
Monopoly,2178660,22620,6112,5,168,54,0,96.32
Monopoly Plus,3461340,78960,10187,13,488,85,1,43.84
Monster Hunter,5598300,37740,6809,7,156,139,0,148.34
Monster Hunter World,790538040,25155420,74336,1460,85154,19635,624,31.43
MonteCrypto: The Bitcoin Enigma,2439660,41160,2929,24,161,60,1,59.27
Mortal Kombat X,3800460,387900,4099,24,2024,94,9,9.8
Mount & Blade: Warband,2431920,357600,3210,27,1110,60,8,6.8
Mount Your Friends,2178240,19740,35121,5,173,54,0,110.35
Mount Your Friends 3D: A Hard Man Is Good to Climb,11416140,16440,33620,13,157,283,0,694.41
Music & Performing Arts,196157280,6401940,11741,209,7667,4872,159,30.64
My Summer Car,4973280,213600,2438,15,577,123,5,23.28
My Time at Portia,34612920,770280,39729,69,1665,859,19,44.94
NBA 2K18,49330320,9255720,12237,1591,20882,1225,229,5.33
Need for Speed: Most Wanted (2005),5784600,95340,1585,12,349,143,2,60.67
Neverwinter,5270340,857340,293,38,1636,130,21,6.15
NHL 17,2514720,45600,190,4,173,62,1,55.15
NHL 18,8093820,445860,2958,42,3177,201,11,18.15
Nidhogg,2872680,4800,24904,2,55,71,0,598.48
NieR Automata,7949700,577020,3643,34,2888,197,14,13.78
Nioh,5276880,950940,3583,60,2260,131,23,5.55
Octogeddon,2303700,13980,3116,4,45,57,0,164.79
?kami,2377860,429660,498,30,1296,59,10,5.53
One Piece Treasure Cruise,4572300,117540,1394,16,185,113,2,38.9
OneShot,2985420,52560,3314,9,209,74,1,56.8
OPUS: Rocket of Whispers,2773860,4020,7116,2,15,68,0,690.01
Ori and the Blind Forest,3490860,375360,658,30,1191,86,9,9.3
osu!,37356060,5434560,9940,248,20245,927,134,6.87
Outlast,6274860,531960,8734,41,3268,155,13,11.8
Outlast 2,3124080,294300,1891,26,1677,77,7,10.62
Overcooked!,5286000,69720,25726,11,655,131,1,75.82
Overwatch,1602809580,53922060,226758,2491,125449,39811,1339,29.72
Oxygen Not Included,10304700,575520,5421,38,1369,255,14,17.91
Paladins,34101900,4173540,9961,216,13707,847,103,8.17
Paper Mario,9140520,110160,7485,16,259,227,2,82.97
"Papers, Please",28427160,146820,40920,23,980,706,3,193.62
Party Panic,2840160,10320,7917,4,63,70,0,275.21
Past Cure,3854040,37200,10382,15,220,95,0,103.6
Path of Exile,100849740,3615480,15149,170,5745,2504,89,27.89
Payday 2,2572320,774180,1130,43,3311,63,19,3.32
Persona 5,53300340,839880,15690,48,1555,1323,20,63.46
Planet Coaster,3255780,301500,2311,25,1157,80,7,10.8
PlanetSide 2,4801140,523320,3171,32,1324,119,12,9.17
Plants vs. Zombies,3310980,35040,3119,6,176,82,0,94.49
PLAYERUNKNOWN'S BATTLEGROUNDS,2602987860,115198020,482947,4482,203898,64654,2861,22.6
Point Blank,4619460,84060,2628,8,360,114,2,54.95
Pok�mon Crystal,5734140,200820,6548,18,482,142,4,28.55
Pok�mon Diamond/Pearl,2740500,29580,7264,6,110,68,0,92.65
Pok�mon FireRed/LeafGreen,3161220,247980,2339,18,785,78,6,12.75
Pok�mon HeartGold/SoulSilver,2653080,116160,828,13,389,65,2,22.84
Pok�mon Platinum,2686620,79860,3751,10,262,66,1,33.64
Pok�mon Red/Blue,4493640,273480,5450,19,545,111,6,16.43
Pok�mon Trading Card Game,6087900,34800,5763,10,149,151,0,174.94
Pok�mon Trading Card Game Online,5067420,354360,578,25,899,125,8,14.3
Pok�mon Ultra Sun/Ultra Moon,46505460,1562820,5037,81,1708,1155,38,29.76
Pok�mon X/Y,2400600,28860,1285,5,61,59,0,83.18
Poker,236526240,2373840,30678,182,2577,5874,58,99.64
Poly Bridge,4588800,72300,3313,9,382,113,1,63.47
Portal 2,12759900,561540,18304,42,2990,316,13,22.72
Prey,4518900,335700,4746,24,1055,112,8,13.46
Prime World,8738100,412980,619,27,269,217,10,21.16
Pro Evolution Soccer 2018,4175820,388980,3023,29,1224,103,9,10.74
Puyo Puyo Tetris,3947820,106440,15656,58,486,98,2,37.09
Puzzle & Dragons,2177700,97080,1364,10,169,54,2,22.43
Quake Champions,10160460,597540,1695,36,1191,252,14,17
Quiplash,2659020,113280,4790,18,848,66,2,23.47
Ragnarok Online,10497060,707940,1385,41,710,260,17,14.83
Ragnarok Online Mobile,4681440,105660,840,13,102,116,2,44.31
Railway Empire,16562460,135300,22910,20,390,411,3,122.41
Red Dead Redemption,2963160,116820,6411,11,353,73,2,25.37
Remothered: Tormented Fathers,18371700,183960,10964,32,839,456,4,99.87
Resident Evil,2798580,192840,580,14,768,69,4,14.51
Resident Evil 3: Nemesis,2742060,102060,585,11,254,68,2,26.87
Resident Evil 4,5415660,564000,2761,35,1616,134,14,9.6
Resident Evil 5,2307000,221400,3228,16,1109,57,5,10.42
Resident Evil 7 biohazard,11536920,952560,8734,54,3980,286,23,12.11
Resident Evil: Outbreak,6179820,35520,3595,8,84,153,0,173.98
Retro,49939980,3343260,5279,138,3907,1240,83,14.94
Retro Game Challenge,2321940,41880,714,4,23,57,1,55.44
Rhythm Heaven Fever,2739180,6540,18220,2,42,68,0,418.83
RimWorld,28246080,1016280,5295,54,1907,701,25,27.79
Rise of Industry,4857660,45900,32671,12,223,120,1,105.83
Rise of the Tomb Raider,2831640,506400,3145,34,1854,70,12,5.59
ROBLOX,13104240,2309220,43531,153,8804,325,57,5.67
Rock Band 4,2938860,642300,3961,40,1618,72,15,4.58
Rocket League,104907000,11409960,31253,587,47050,2605,283,9.19
RPG Maker,5784720,76800,3919,9,225,143,1,75.32
Rules of Survival,9171660,1799700,12949,82,5085,227,44,5.1
RuneScape,247714200,6540120,16167,281,9074,6152,162,37.88
Russian Fishing 4,3469800,306180,401,20,235,86,7,11.33
Rust,112465080,5275980,44150,363,10251,2793,131,21.32
S.T.A.L.K.E.R.: Shadow of Chernobyl,3518820,170700,12452,17,535,87,4,20.61
Saints Row: The Third,4320180,78840,28044,11,404,107,1,54.8
SCP Containment Breach,2960400,50400,3360,6,388,73,1,58.74
SCP: Secret Laboratory,4899480,203760,10466,27,1158,121,5,24.05
Sea of Thieves,180322800,3663720,205315,1070,9729,4478,91,49.22
Secret of Mana,25836540,1515300,9936,407,3907,641,37,17.05
Senran Kagura,3272820,1680,7327,3,10,81,0,1948.11
Shadow of the Colossus,184264560,2623560,69742,521,10414,4576,65,70.23
Shadowverse,14803440,927000,2712,45,1105,367,23,15.97
Sid Meier's Civilization V,7299120,559740,2740,35,1755,181,13,13.04
Sid Meier's Civilization VI,40734180,1110720,13605,100,3130,1011,27,36.67
Sid Meier's Civilization VI: Rise & Fall,17816640,377340,12911,65,810,442,9,47.22
Slay the Spire,297178920,4943100,48164,211,10677,7381,122,60.12
Smite,139273080,8309940,20432,546,15430,3459,206,16.76
Social Eating,9160680,116340,11484,13,1326,227,2,78.74
SOMA,2158800,127860,4865,13,528,53,3,16.88
Sonic Adventure 2: Battle,3857640,147840,1453,13,391,95,3,26.09
SOS,38421780,1270860,23834,80,2385,954,31,30.23
South Park: The Fractured But Whole,3741840,251520,8272,21,1425,92,6,14.88
Space Engineers,2905980,455880,1281,31,1039,72,11,6.37
Spellforce 3,2761920,36060,4118,6,78,68,0,76.59
Spelunky,5338920,137220,3172,13,514,132,3,38.91
Splatoon 2,11920200,1439460,1462,197,2514,296,35,8.28
SpongeBob SquarePants: Battle for Bikini Bottom,2245800,49980,1486,6,127,55,1,44.93
Squad,14552700,1089000,5695,97,3216,361,27,13.36
Star Citizen,7550880,516360,2086,40,996,187,12,14.62
Star Wars Battlefront II,6882300,930900,942,55,6924,170,23,7.39
Star Wars: The Old Republic,4468740,770460,889,47,1353,110,19,5.8
Starbound,11833620,322620,17889,25,1021,293,8,36.68
StarCraft,8520180,505020,4755,25,834,211,12,16.87
StarCraft II,236051280,3738300,37355,184,6361,5863,92,63.14
Stardew Valley,18032280,1950360,23314,90,5262,447,48,9.25
Stationeers,7053840,264000,2335,17,269,175,6,26.72
Staxel,2302800,244620,1538,30,848,57,6,9.41
Stay Close,2538900,6360,14882,3,47,63,0,399.2
Stellaris,23661780,1068360,4942,165,2377,587,26,22.15
Stick Fight: The Game,2393580,155340,28359,18,1868,59,3,15.41
Street Fighter V,66533340,1784040,15980,119,4269,1652,44,37.29
Subnautica,214081080,7862760,29412,496,15943,5317,195,27.23
Summoners War: Sky Arena,35457840,964080,3491,48,1102,880,23,36.78
Super Mario 64,17796360,769020,10236,45,1607,442,19,23.14
Super Mario Bros.,2189040,178800,899,19,391,54,4,12.24
Super Mario Bros. 3,7643220,137520,2130,20,445,189,3,55.58
Super Mario Maker,39949860,532800,4941,35,621,992,13,74.98
Super Mario Odyssey,37829280,995400,13627,68,2371,939,24,38
Super Mario Sunshine,6305700,206040,1704,19,513,156,5,30.6
Super Mario World,12510180,365940,5732,25,1088,310,9,34.19
Super Metroid,10764900,290040,1367,32,514,267,7,37.12
Super Monkey Ball 2,2253420,50220,1615,6,97,55,1,44.87
Super Seducer,4212000,7440,5163,3,34,104,0,566.13
Super Smash Bros. Brawl,2731500,46500,9450,7,215,67,1,58.74
Super Smash Bros. for Wii U,32903820,844080,16398,77,1628,817,20,38.98
Super Smash Bros. Melee,24845460,791400,8515,64,2215,617,19,31.39
Sword Art Online: Fatal Bullet,18921420,1796040,35909,585,4768,469,44,10.54
Tabletop Simulator,6822900,304260,10691,30,1449,169,7,22.42
Talk Shows & Podcasts,262569180,2464500,62609,127,8175,6521,61,106.54
Team Fortress 2,14456400,1218720,6881,70,3876,359,30,11.86
Tekken 7,42919560,1355640,27458,57,4577,1066,33,31.66
Tera,4792080,805440,379,45,1589,119,20,5.95
Terraria,38157720,1679700,5563,85,4968,947,41,22.72
The Binding of Isaac: Afterbirth,21401820,907560,10115,50,2956,531,22,23.58
The Curious Expedition,2771880,5100,5475,2,21,68,0,543.51
The Elder Scrolls IV: Oblivion,4093980,267480,2540,17,677,101,6,15.31
The Elder Scrolls Online,18239520,2314920,2887,112,4631,453,57,7.88
The Elder Scrolls V: Skyrim,60380280,3779160,21791,165,9952,1499,93,15.98
The Elder Scrolls: Legends,53752140,677820,3318,30,727,1335,16,79.3
The Evil Within,2421240,343380,1752,28,1166,60,8,7.05
The Evil Within 2,17869080,468060,19248,33,2506,443,11,38.18
The Forest,14178540,1465320,4244,85,4809,352,36,9.68
The Idolm@ster: Stella Stage,2460120,26520,4785,4,68,61,0,92.76
