Game,WatchTime,StreamTime,PeakViewers,PeakChannels,UniqueStreamers,AverageViewers,AverageChannels,AverageViewerToChannelRatio
Beauty & Body Art,8561340,172980,12046,16,803,192,3,49.49
Beholder 2,11139660,138600,14168,34,521,249,3,80.37
Below,11169180,191760,25756,50,971,250,4,58.25
BioShock,5261880,278760,6265,20,1261,118,6,18.88
BioShock Infinite,3668040,204180,1976,16,826,82,4,17.96
Black Desert Online,210033000,8130240,19518,392,9423,4711,182,25.83
Black Squad,3987600,835620,496,47,2133,89,18,4.77
Black Survival,3887940,201000,463,13,232,87,4,19.34
Blade and Soul,13790220,1500720,990,73,2137,309,33,9.19
Blood Bowl 2,4943340,269940,716,21,503,110,6,18.31
Bloodborne,51867960,2137980,19988,98,6367,1163,47,24.26
Board Games,13832940,154440,20436,15,404,310,3,89.57
Board Games Live,8548680,28920,42029,7,78,191,0,295.6
Book of Demons,16459320,317940,39327,42,1201,369,7,51.77
Borderlands,5144400,231900,5725,21,787,115,5,22.18
Borderlands 2,38057280,1797480,22096,102,5827,853,40,21.17
Brawl Stars,26335020,1275300,8314,92,5443,590,28,20.65
Brawlhalla,9067860,1919400,1267,101,11761,203,43,4.72
Bully: Scholarship Edition,10174620,49260,20653,7,206,228,1,206.55
Business Tour,4672620,168960,3621,22,1717,104,3,27.66
Call of Cthulhu - The Video Game,3374400,185820,3350,17,721,75,4,18.16
Call of Duty: Black Ops,4326900,344040,4089,22,1079,97,7,12.58
Call of Duty: Black Ops 4,1117420320,72558960,207622,3893,175422,25065,1627,15.4
Call of Duty: Black Ops III,6022200,2263500,1281,129,13371,135,50,2.66
Casino,470014560,2540400,95879,179,1947,10543,56,185.02
Celeste,12329400,574440,8275,35,1872,276,12,21.46
Chess,82495020,1076940,39880,67,1777,1850,24,76.6
Cities: Skylines,19451220,972540,24305,47,3438,436,21,20
Clash of Clans,5414580,411840,1083,23,902,121,9,13.15
Clash Royale,24499680,688380,6823,41,2144,549,15,35.59
Clatter,4486920,9660,21639,5,44,100,0,464.48
Company of Heroes 2,10707600,674460,7590,37,1651,240,15,15.88
Conan Exiles,9321360,1064280,3779,60,1865,209,23,8.76
Contractors,13505460,60960,30874,18,232,302,1,221.55
Counter-Strike: Global Offensive,1534086840,52475160,273822,3173,150135,34411,1177,29.23
Crash Bandicoot: N. Sane Trilogy,5124480,340380,5311,24,2749,114,7,15.06
Creative Destruction,41155800,2086500,78972,123,6344,923,46,19.72
Crypto,24136680,883860,1165,26,163,541,19,27.31
Cuphead,11280840,476820,11557,34,2911,253,10,23.66
Danganronpa V3: Killing Harmony,3513540,118500,7649,13,238,78,2,29.65
Dark Souls,117615300,2030220,39643,95,4700,2638,45,57.93
Dark Souls II,21073200,320160,4207,23,891,472,7,65.82
Dark Souls II: Scholar of the First Sin,12326040,929520,4748,53,2260,276,20,13.26
Dark Souls III,121913640,4872120,35766,236,13052,2734,109,25.02
Darkest Dungeon,29544660,885600,17611,47,2541,662,19,33.36
Darksiders III,31326240,1795440,19743,227,4813,702,40,17.45
Darwin Project,5128860,402000,3704,29,1506,115,9,12.76
Darwin's Test,3379440,3540,24992,3,24,75,0,954.64
Dauntless,5652060,657840,1183,36,1868,126,14,8.59
DayZ,167737620,4741560,58655,386,10780,3762,106,35.38
Dead by Daylight,593670780,26352480,46689,1057,45644,13316,591,22.53
Dead Cells,13959480,831360,12493,52,3851,313,18,16.79
Dead Space,11876760,232680,20112,18,908,266,5,51.04
Deceit,8838480,486720,19731,37,2859,198,10,18.16
Deltarune,4438380,273120,4008,28,1755,99,6,16.25
Demon's Souls,3632640,51900,1939,7,103,81,1,69.99
Depth,3748080,67860,42224,13,318,84,1,55.23
Destiny 2,432227520,32719380,109447,2663,54062,9695,733,13.21
Detroit: Become Human,10066200,409200,4541,27,3031,225,9,24.6
Diablo II: Lord of Destruction,30183120,1031760,3251,97,1311,677,23,29.25
Diablo III: Reaper of Souls,40750740,3038760,6040,141,7721,914,68,13.41
Dishonored,5014260,164220,5407,15,801,112,3,30.53
Divinity: Original Sin II,9362460,1090860,3460,67,2557,210,24,8.58
Dofus,16969980,657480,4013,40,1110,380,14,25.81
Don't Starve,8890860,394560,5177,26,1158,199,8,22.53
Don't Starve Together,30222000,1505220,8270,67,4067,677,33,20.08
Doom,7875300,774660,4737,41,3905,176,17,10.17
Doom II: Hell on Earth,6180720,182940,8373,13,452,138,4,33.79
Doorways: The Underworld,5920320,1980,26387,7,15,132,0,2990.06
Dota 2,1977974640,27935400,255770,1310,37524,44369,626,70.81
Dragon Ball FighterZ,30708300,1469760,13144,99,6639,688,32,20.89
Dragon Quest Builders 2,5067240,224820,5252,37,209,113,5,22.54
Dragon Quest XI,8103120,558480,7290,33,1189,181,12,14.51
DragonBall Z: Dokkan Battle,6815040,264720,5774,23,544,152,5,25.74
Dungeon Hunter Champions,5399640,137880,4717,11,256,121,3,39.16
Dungeons & Dragons,79904520,1804920,37470,178,3225,1792,40,44.27
Dungreed,5540280,96300,9358,12,387,124,2,57.53
Dusk,5124420,170880,26539,20,919,114,3,29.99
Dying Light,9509400,880680,5362,53,4205,213,19,10.8
EA Sports UFC 3,4475760,219840,3222,18,2360,100,4,20.36
Earth Defense Forces 5,19216140,146340,15099,19,272,431,3,131.31
Eco,5840280,54420,5423,8,173,131,1,107.32
Elite: Dangerous,20199840,1772220,11021,104,3615,453,39,11.4
Empyrion: Galactic Survival,5297760,206280,6689,19,392,118,4,25.68
Enter the Gungeon,15332580,621840,8621,37,2992,343,13,24.66
Epic Seven,32990820,949560,2341,56,911,740,21,34.74
Escape From Tarkov,236409120,9448140,51087,574,10345,5303,211,25.02
Eternal,39943140,479400,4239,34,587,895,10,83.32
Euro Truck Simulator 2,56720160,4547100,39012,290,10889,1272,101,12.47
Europa Universalis IV,24252840,673440,2858,41,1107,544,15,36.01
EVE Online,13562340,750300,3777,50,1008,304,16,18.08
EverQuest,5413200,551940,1306,43,381,121,12,9.81
Extra Life,6883680,98400,3147,14,142,154,2,69.96
F1 2018,3371100,310740,1556,74,1796,75,6,10.85
Factorio,12358560,1005000,3183,51,1950,277,22,12.3
Fallout 4,32053860,2405460,6691,136,7190,719,53,13.33
Fallout 76,112444800,10934340,16008,800,23031,2522,245,10.28
Fallout: New Vegas,7148640,729300,7163,43,2365,160,16,9.8
Far Cry 5,4348500,899520,858,58,4793,97,20,4.83
Farming Simulator 19,79752600,5010120,44919,383,8249,1788,112,15.92
Fate/Grand Order,39281400,970620,10982,123,1411,881,21,40.47
Fear the Night,5263560,109740,4346,14,279,118,2,47.96
FIFA 17,7464420,130680,1064,9,512,167,2,57.12
FIFA 19,980407020,18591240,167405,1063,56638,21992,417,52.73
FIFA Online 4,13654200,208500,15529,21,643,306,4,65.49
Final Fantasy,3562800,97500,1430,16,167,79,2,36.54
Final Fantasy IV,3839100,217320,4841,31,327,86,4,17.67
Final Fantasy IX,6313920,316140,1130,20,685,141,7,19.97
Final Fantasy VI,6671520,242880,4199,20,369,149,5,27.47
Final Fantasy VII,14341320,507480,3100,28,1137,321,11,28.26
Final Fantasy VIII,6682500,212640,3747,17,394,149,4,31.43
Final Fantasy X,5752680,90840,2378,9,208,129,2,63.33
Final Fantasy X/X-2 HD Remaster,4655100,678720,650,38,1339,104,15,6.86
Final Fantasy XI Online,28470600,735600,84113,42,576,638,16,38.7
FINAL FANTASY XIV Online,61124100,6200880,18836,490,8908,1371,139,9.86
Final Fantasy XV,4095420,1019340,1451,56,3183,91,22,4.02
Final Fantasy: Brave Exvius,5761020,145980,3642,13,232,129,3,39.46
Finding Bigfoot,6129780,3060,30898,6,23,137,0,2003.2
Fire Emblem Mobile,4237680,105900,1808,22,203,95,2,40.02
Food & Drink,91979580,940740,34063,52,4582,2063,21,97.77
Football,5745720,18780,31945,6,90,128,0,305.95
Football Manager 2019,32020680,1011780,18174,57,1333,718,22,31.65
For Honor,29459520,2306400,11670,120,7875,660,51,12.77
For the King,3452040,272820,2356,26,922,77,6,12.65
Fortnite,7088590980,541629780,418403,22408,1013029,159008,12149,13.09
Forts,11583420,30300,32252,5,153,259,0,382.29
Forza Horizon 4,13828860,2436060,3577,205,11073,310,54,5.68
Friday the 13th: The Game,32386140,1120980,44705,77,4521,726,25,28.89
Frostpunk,7140780,366300,19204,24,1339,160,8,19.49
FTL: Faster Than Light,17909820,244560,13240,20,969,401,5,73.23
Fushigi no Dungeon: Furai no Shiren Gaiden: Jokenji Asuka Kenzan!,11199180,10380,7096,3,12,251,0,1078.92
Games + Demos,147353520,2003700,37658,88,6384,3305,44,73.54
Gang Beasts,4254960,155100,7939,21,1773,95,3,27.43
Garden Paws,5793180,83100,29767,15,242,129,1,69.71
Garry's Mod,58702500,1359360,76913,89,6655,1316,30,43.18
Gears of War 4,20820660,1877100,7169,106,4189,467,42,11.09
GeoGuessr,5441940,87420,26129,10,537,122,1,62.25
Geometry Dash,3759480,589320,1482,40,2719,84,13,6.38
Getting Over It,17320080,356700,8367,26,2379,388,8,48.56
Girls Frontline,4044240,299040,888,24,398,90,6,13.52
God of War,16785060,2714520,2252,132,8167,376,60,6.18
Golf It!,19236360,246360,35751,26,1802,431,5,78.08
Golf With Your Friends,8903520,564840,7893,58,4216,199,12,15.76
Granblue Fantasy,4168800,363420,844,42,812,93,8,11.47
Grand Chase,9564840,295800,3582,22,565,214,6,32.34
Grand Theft Auto V,562455240,19927620,59845,1018,55273,12616,447,28.22
Grand Theft Auto: San Andreas,10981440,710340,1918,40,2554,246,15,15.46
Grand Theft Auto: Vice City,4745400,170760,2457,17,590,106,3,27.79
Granny,6295080,27300,4369,6,175,141,0,230.59
Graveyard Keeper,3775860,283860,7123,20,746,84,6,13.3
GRIS,39240900,633420,37570,126,3148,880,14,61.95
Guild Wars 2,28958160,1788840,27208,101,3041,649,40,16.19
Guitar Hero III: Legends of Rock,6108840,532440,2152,39,2322,137,11,11.47
Gwent: The Witcher Card Game,28254720,670440,7863,41,1208,633,15,42.14
Hades,38468640,419280,37737,40,1516,862,9,91.75
Half-Life 2,6244500,193740,3537,18,907,140,4,32.23
Halo 5: Guardians,4855680,1221600,460,78,3383,108,27,3.97
Halo: The Master Chief Collection,36794040,2144760,8022,135,4556,825,48,17.16
Hand Simulator,6801000,100920,36306,12,1106,152,2,67.39
Headliner,4382040,4320,11395,3,38,98,0,1014.36
Hearthstone,1868235360,11344560,205322,1181,25679,41907,254,164.68
Hearts of Iron IV,17945100,573720,24555,40,1442,402,12,31.28
Heavy Rain,9707580,52260,19826,6,509,217,1,185.76
Hello Neighbor: Hide and Seek,4165560,23100,15096,7,147,93,0,180.33
Heroes of Might and Magic III: The Shadow of Death,78952440,556200,19206,35,678,1771,12,141.95
Heroes of Newerth,11152440,401460,1446,25,565,250,9,27.78
Heroes of the Storm,180940260,6611640,15716,308,11352,4058,148,27.37
Hitman 2,31194960,894660,22934,57,5069,699,20,34.87
Holdfast: Nations At War,5120580,71340,22411,10,409,114,1,71.78
Hollow Knight,16249500,1479840,7865,71,4166,364,33,10.98
Horizon Zero Dawn,5050020,801420,1032,42,2147,113,17,6.3
Hotline Miami,4749180,67920,17946,9,622,106,1,69.92
House Flipper,3581760,200580,5413,14,1156,80,4,17.86
Human: Fall Flat,20274180,628020,34677,51,5149,454,14,32.28
Hunt: Showdown,23640360,1701600,19973,93,3938,530,38,13.89
Hyrule Warriors,4434120,48780,3670,6,144,99,1,90.9
I Wanna Be The Boshy,10959780,49440,17473,7,249,245,1,221.68
I Wanna Be The Guy,3829740,176100,1621,14,249,85,3,21.75
Identity,6382800,102060,16014,93,583,143,2,62.54
Identity V,4234140,356280,661,25,457,94,7,11.88
Infestation: The New Z,13801620,703200,1490,34,801,309,15,19.63
Insurgency: Sandstorm,36767400,1674360,46465,120,6363,824,37,21.96
iRacing.com,22214700,1294620,6547,104,1971,498,29,17.16
Iris.Fall,9236580,37080,32563,7,214,207,0,249.1
Judgement,74068920,524040,27266,70,477,1661,11,141.34
Jurassic World Evolution,5230320,611760,6678,54,2282,117,13,8.55
Just Cause 4,103193340,1552980,39081,279,5800,2314,34,66.45
Just Chatting,3263205180,41060460,223139,1847,115690,73198,921,79.47
Just Dance 2018,3716040,18540,12228,4,151,83,0,200.43
Just Dance 2019,25087620,200760,35704,16,749,562,4,124.96
Kantai Collection,4412760,325980,2401,47,358,98,7,13.54
Kartrider,28742640,607140,16998,50,1803,644,13,47.34
Katamari Damacy,20944560,245040,25930,50,1418,469,5,85.47
Keep Talking and Nobody Explodes,3801900,159720,17549,12,684,85,3,23.8
Kenshi,37317300,619620,19404,41,1020,837,13,60.23
Kerbal Space Program,11078280,504360,5145,28,1350,248,11,21.97
Killing Floor 2,5055660,1096980,3609,66,4789,113,24,4.61
Kingdom Come: Deliverance,4447200,499860,4779,39,1359,99,11,8.9
Kingdom Hearts HD I.5 + II.5 Remix,31898400,2580840,3267,154,3558,715,57,12.36
Kingdom Two Crowns,27674640,429720,10774,43,1208,620,9,64.4
Knight Online,43380480,766500,7878,48,847,973,17,56.6
Last Year: The Nightmare,93855240,1073340,91727,242,3060,2105,24,87.44
League of Legends,4324491060,105748080,341821,3480,174717,97005,2372,40.89
Left 4 Dead 2,22448040,1177860,12408,61,5827,503,26,19.06
Legends of Aria,9856740,387120,2718,33,383,221,8,25.46
Leisure Suit Larry: Wet Dreams Don't Dry,9082500,47880,4364,6,152,203,1,189.69
Life Is Strange,4891980,385680,5113,26,1597,109,8,12.68
Lineage II,80348100,1810620,24815,99,1801,1802,40,44.38
Lost Ark Online,469469760,7018020,47942,451,4804,10530,157,66.89
Lost In Vivo,14295000,45060,30917,11,303,320,1,317.24
Lost Planet 2,5587680,8520,8564,3,43,125,0,655.83
Lucius III,11894940,58020,27488,22,278,266,1,205.01
M.U.G.E.N,16261740,168420,940,7,71,364,3,96.55
Madden NFL 19,74053080,9346860,21824,581,24712,1661,209,7.92
Mafia II,4850280,138540,4050,16,541,108,3,35.01
Magic: The Gathering,356252400,5475720,39841,218,10560,7991,122,65.06
Makers & Crafting,22981680,1403520,8073,70,2993,515,31,16.37
MapleStory,28455960,1576920,15309,117,2245,638,35,18.05
MapleStory 2,20475720,1397400,3413,105,3103,459,31,14.65
Marble It Up!,9000000,36600,20671,12,212,201,0,245.9
Marbles On Stream,92427300,2220120,33104,111,5296,2073,49,41.63
Mario Kart 8,29014080,675120,30076,58,3375,650,15,42.98
Mario Kart Wii,3470160,261960,927,31,491,77,5,13.25
Mario Party 8,4468620,3960,25565,2,24,100,0,1128.44
Marvel vs. Capcom 2: New Age of Heroes,4075500,11760,6839,6,37,91,0,346.56
Marvel's Spider-Man,24826980,4162500,6342,288,17393,556,93,5.96
MechWarrior Online,7887660,544020,1050,34,609,176,12,14.5
Mega Man 11,4142700,147240,1129,13,721,92,3,28.14
Metin 2,20803860,952440,2717,65,1543,466,21,21.84
Metro 2033,6059760,246780,7669,20,1361,135,5,24.56
Metro: Last Light,7747080,194820,9068,18,756,173,4,39.77
Microsoft Flight Simulator X,11773380,1021560,6164,67,1219,264,22,11.52
Might & Magic: Elemental Guardians,3790500,75360,1778,11,96,85,1,50.3
Minecraft,383858220,17794860,35755,769,49820,8610,399,21.57
Minion Masters,7857300,868320,2008,74,2354,176,19,9.05
Miscreated,14356140,478200,33519,111,1244,322,10,30.02
MLB The Show 18,5013840,485640,552,33,1238,112,10,10.32
Monopoly Plus,4567500,175020,9230,26,1156,102,3,26.1
Monster Boy and The Cursed Kingdom,4462500,100920,2263,14,221,100,2,44.22
Monster Hunter Generations Ultimate,3551520,319860,740,23,557,79,7,11.1
Monster Hunter World,91924500,7940040,22127,384,21910,2062,178,11.58
Moonlight Blade,11028540,655320,5659,46,512,247,14,16.83
Mordhau,4562760,11400,22823,6,29,102,0,400.24
Mortal Kombat X,13778820,975720,2289,53,6649,309,21,14.12
Mortal Royale,4655460,13080,37254,7,71,104,0,355.92
Mount & Blade: Warband,10322400,372120,11418,28,1391,231,8,27.74
Music & Performing Arts,395159100,12392400,50673,387,13559,8864,277,31.89
Mutant Year Zero: Road to Eden,81432060,1322460,43432,196,3146,1826,29,61.58
My Summer Car,10184580,201240,10558,19,536,228,4,50.61
NBA 2K19,147708180,16199520,25417,1309,37591,3313,363,9.12
Neverwinter,4601460,705480,678,35,1420,103,15,6.52
NHL 17,6194400,45300,477,4,94,138,1,136.74
NHL 19,10868220,711240,2376,58,4158,243,15,15.28
NieR Automata,10936380,585900,6171,33,2762,245,13,18.67
Nioh,5254920,620160,1914,38,1498,117,13,8.47
No Man's Sky,9120840,990300,3300,50,2939,204,22,9.21
Northgard,3515760,256440,28378,25,876,78,5,13.71
Old School RuneScape,400230660,6866940,91808,249,10688,8977,154,58.28
One Hour One Life,5986860,142920,6842,14,303,134,3,41.89
Open Transport Tycoon Deluxe,10167900,12180,50281,9,52,228,0,834.8
Ori and the Blind Forest,3432360,363000,2409,27,1484,76,8,9.46
osu!,59430000,7772640,19306,313,28433,1333,174,7.65
Outlast,10370940,624780,14930,41,4520,232,14,16.6
Outlast 2,4458600,360660,4587,28,2277,100,8,12.36
Overcooked! 2,13514880,396960,22442,38,2587,303,8,34.05
Overkill's The Walking Dead,3407760,367200,2519,29,1075,76,8,9.28
Override: Mech City Brawl,6031380,52380,30078,25,313,135,1,115.15
Overwatch,1011732180,58133340,50545,2496,132283,22694,1304,17.4
Oxygen Not Included,27426720,826200,9837,38,1478,615,18,33.2
Paladins,33073260,4045260,2700,174,13544,741,90,8.18
Pamali: Indonesian Folklore Horror,9404820,9840,35911,7,64,210,0,955.77
"Papers, Please",4510260,62280,4929,8,476,101,1,72.42
Parkitect,26506260,212160,31132,19,659,594,4,124.94
Path of Exile,966126600,19949880,115737,3008,21982,21671,447,48.43
Payday 2,3686160,835920,1470,55,3250,82,18,4.41
Persona 5,11365680,738060,2266,45,1828,254,16,15.4
Pillars of Eternity,5145600,103740,372,9,256,115,2,49.6
PlanetSide 2,5250240,483540,1511,30,1251,117,10,10.86
PLAYERUNKNOWN'S BATTLEGROUNDS,1690785360,63666420,124698,2399,112351,37926,1428,26.56
Pok�mon Trading Card Game Online,4465920,303540,3546,20,763,100,6,14.71
Pok�mon Ultra Sun/Ultra Moon,21487740,659880,4680,40,1003,482,14,32.56
"Pokemon: Let's Go, Pikachu!/Eevee!",290589900,5963880,36604,466,10820,6518,133,48.72
Poker,253893900,3821400,34327,211,3762,5695,85,66.44
Portal 2,7801200,628920,6348,41,3607,174,14,12.4
Prey,4397640,368040,6931,27,1276,98,8,11.95
Prime World,8882040,417000,890,24,302,199,9,21.3
Princess Connect! Re: Dive,8784000,184440,7912,32,282,197,4,47.63
Pro Evolution Soccer 2019,5133840,785820,1102,43,2099,115,17,6.53
Project Zomboid,3484740,119700,11987,14,417,78,2,29.11
Protocol,3821700,24000,6661,10,89,85,0,159.24
PUBG MOBILE,43538400,7440540,13640,267,17667,976,166,5.85
Pummel Party,15880500,228660,21545,27,1491,356,5,69.45
Puyo Puyo Tetris,4358880,256680,5144,17,836,97,5,16.98
Quake Champions,35840040,1452180,22079,70,3238,803,32,24.68
Raft,11625120,484020,26994,40,2253,260,10,24.02
Rage in Peace,10799040,22380,16011,6,85,242,0,482.53
Ragnarok M: Eternal Love,25676520,509820,4860,37,641,575,11,50.36
Ragnarok Online,6121380,590880,2316,35,733,137,13,10.36
Rapture Rejects,3925440,90720,6454,30,604,88,2,43.27
Realm Royale,25088520,3510000,14756,155,11245,562,78,7.15
Red Dead Redemption 2,205432140,23149500,28659,2010,69566,4608,519,8.87
Resident Evil,4578960,115920,4098,10,797,102,2,39.5
Resident Evil 2 (1998),12559020,246840,5272,21,571,281,5,50.88
Resident Evil 4,9271140,634020,1351,36,2043,207,14,14.62
Resident Evil 7 biohazard,11782440,867540,6700,60,3902,264,19,13.58
Resident Evil HD Remaster,6434100,251700,4583,18,782,144,5,25.56
Retro,85281240,4288200,16101,162,5431,1912,96,19.89
Return of the Obra Dinn,14123880,105960,10737,12,414,316,2,133.29
RimWorld,46345500,1532580,10671,70,2662,1039,34,30.24
Ring Of Elysium,152451840,14785680,44110,913,37287,3419,331,10.31
ROBLOX,26423820,4132200,14733,197,17916,592,92,6.39
Rock Band,4126260,3600,31275,3,17,92,0,1146.18
Rocket League,184708380,15617040,77058,650,56693,4143,350,11.83
Rocksmith 2014,4309980,243360,11933,20,811,96,5,17.71
RuneScape,24803940,1941720,16432,85,3809,556,43,12.77
Russian Fishing 4,17904360,1043700,7369,49,864,401,23,17.15
Rust,141823320,7324860,37552,412,13736,3181,164,19.36
Science & Technology,51546900,3136920,15246,122,5295,1156,70,16.43
SCP: Secret Laboratory,6024360,389760,14247,29,1780,135,8,15.46
SCUM,11702280,1225740,11404,97,2950,262,27,9.55
Sea of Thieves,465834900,7607100,70031,537,15655,10449,170,61.24
Secret Hitler,9307260,12840,39543,7,79,208,0,724.86
Shadow of the Tomb Raider,4728660,1250460,3476,68,4759,106,28,3.78
Shadowverse,27158400,932400,12296,74,1245,609,20,29.13
ShellShock Live,6467040,182460,34104,18,1058,145,4,35.44
Sid Meier's Civilization V,29676780,669780,38690,47,1915,665,15,44.31
Sid Meier's Civilization VI,9247800,594120,6459,35,1944,207,13,15.57
Skater XL,3626760,123300,30488,33,741,81,2,29.41
skribbl.io,8287800,340920,32865,30,3519,185,7,24.31
Slay the Spire,123742560,1485180,18571,64,4494,2775,33,83.32
Slime Rancher,4790220,360540,6712,29,1900,107,8,13.29
Slots,292939200,2332920,43992,172,1382,6571,52,125.57
Smite,108897180,6454740,11260,295,13014,2442,144,16.87
SOMA,10726680,1377180,11368,102,8236,240,30,7.79
Soulcalibur VI,28181640,892980,13003,84,2660,632,20,31.56
Special Events,149039100,605880,97368,78,2778,3343,13,245.99
SpeedRunners,6992880,85560,31154,10,707,156,1,81.73
Spelunky,15006000,126180,18181,14,523,336,2,118.93
Splatoon 2,14438280,1410840,4153,143,2884,323,31,10.23
SpongeBob SquarePants: Battle for Bikini Bottom,7374300,75360,28228,11,150,165,1,97.85
Sports & Fitness,36931020,243840,126762,36,1254,828,5,151.46
Spyro Reignited Trilogy,21670920,2441100,3448,156,7886,486,54,8.88
Star Citizen,89358720,2090700,50710,108,3616,2004,46,42.74
Star Wars Battlefront II,11265780,1113000,5325,68,6009,252,24,10.12
Star Wars: The Old Republic,7499700,994560,1457,53,1682,168,22,7.54
StarCraft,28299180,762060,37989,34,1276,634,17,37.14
StarCraft II,235527360,4269660,40913,164,6872,5283,95,55.16
Stardew Valley,17089980,2203800,3801,108,7021,383,49,7.75
Stellaris,35899140,1209780,6659,166,2570,805,27,29.67
Street Fighter V,183345900,2418300,94636,150,5176,4112,54,75.82
Stronghold 2,6178140,7860,8420,4,36,138,0,786.02
Sub Rosa,4126620,15480,15691,6,68,92,0,266.58
Subnautica,61484820,6433800,19844,446,23026,1379,144,9.56
Summoners War: Sky Arena,57185880,1060020,5112,58,1337,1282,23,53.95
Super Animal Royale,3452220,132180,23801,18,404,77,2,26.12
Super Mario 64,28274400,787920,10244,42,1465,634,17,35.88
Super Mario Bros. 3,9809280,125820,12327,15,578,220,2,77.96
Super Mario Maker,53377440,567180,7267,31,614,1197,12,94.11
Super Mario Odyssey,21123360,588060,9294,41,1355,473,13,35.92
Super Mario Party,8578740,128160,16544,21,884,192,2,66.94
Super Mario Sunshine,4309080,206880,2107,19,429,96,4,20.83
Super Mario World,23462460,599340,10229,46,1212,526,13,39.15
Super Meat Boy,3622140,124140,5031,32,1403,81,2,29.18
Super Metroid,16396380,466500,5996,35,648,367,10,35.15
Super Smash Bros. Brawl,5956140,92520,13098,23,534,133,2,64.38
Super Smash Bros. for Wii U,17057760,376200,12880,90,1494,382,8,45.34
Super Smash Bros. Melee,21627660,674880,16798,66,2214,485,15,32.05
Super Smash Bros. Ultimate,1459988040,20591220,226029,3619,33515,32749,461,70.9
surviv.io,4065660,407040,797,27,1238,91,9,9.99
Tabletop RPGs,3515880,142980,9579,18,307,78,3,24.59
Tabletop Simulator,5786280,373980,8984,35,1882,129,8,15.47
Talk Shows & Podcasts,378990000,4387020,92525,262,15229,8501,98,86.39
Team Fortress 2,17765460,1329000,49331,72,4253,398,29,13.37
Tekken 7,126542580,2498760,58587,160,7879,2838,56,50.64
Tera,6513240,1142880,1023,50,2304,146,25,5.7
Terraria,25321080,1819440,18007,93,6122,567,40,13.92
The Binding of Isaac: Afterbirth,51647580,1149720,16435,65,3812,1158,25,44.92
The Blackout Club,5319180,81480,30098,16,448,119,1,65.28
The Council,13251420,153300,13731,20,510,297,3,86.44
The Curious Expedition,5495100,8700,12681,4,40,123,0,631.62
The Elder Scrolls Online,93485880,3327420,14111,140,5783,2097,74,28.1
The Elder Scrolls V: Skyrim,37608240,3685380,10243,161,9807,843,82,10.2
The Elder Scrolls: Legends,15046620,361620,1448,20,504,337,8,41.61
The Experiment,4105980,5040,23948,4,38,92,0,814.68
The Forest,44821320,4002480,35980,245,14221,1005,89,11.2
The Game Awards,157007040,458160,819968,2126,2577,3521,10,342.69
The Hex,5783520,15060,18734,6,55,129,0,384.03
The Jackbox Party Pack 3,12443880,585780,21419,60,3517,279,13,21.24
The Jackbox Party Pack 4,3551940,234240,1827,28,1778,79,5,15.16
The Jackbox Party Pack 5,14778120,686340,15693,71,2999,331,15,21.53
The Joy Of Sex,19378260,24660,40885,11,132,434,0,785.82
