Game,WatchTime,StreamTime,PeakViewers,PeakChannels,UniqueStreamers,AverageViewers,AverageChannels,AverageViewerToChannelRatio
Overcooked! 2,7636440,406620,11079,35,2431,171,9,18.78
Overkill's The Walking Dead,39537120,909960,48821,210,3430,886,20,43.45
Overwatch,971305320,50853120,62487,2870,118139,21787,1140,19.1
Oxygen Not Included,36233820,864960,6608,45,1461,812,19,41.89
Paladins,32700240,4116060,1680,178,13197,733,92,7.94
Parkasaurus,3873540,40620,6277,6,169,86,0,95.36
Path of Exile,220173360,7039980,15276,297,8275,4938,157,31.27
Pathfinder: Kingmaker,122405760,1493940,22506,106,1718,2745,33,81.93
Payday 2,3752040,789900,2063,53,3260,84,17,4.75
Persona 5,6697860,490140,9233,32,1037,150,10,13.67
Pillars of Eternity,4494480,130740,1020,11,288,100,2,34.38
Pillars of Eternity II: Deadfire,5559600,101700,13731,9,207,124,2,54.67
Planet Coaster,4255500,239040,7335,18,781,95,5,17.8
PlanetSide 2,5936940,411300,2271,46,1115,133,9,14.43
PLAYERUNKNOWN'S BATTLEGROUNDS,1398101160,55231200,143135,2184,92249,31361,1238,25.31
Pok�mon Emerald,4514040,195000,2318,18,624,101,4,23.15
Pok�mon FireRed/LeafGreen,4272240,278880,12866,22,961,95,6,15.32
Pok�mon HeartGold/SoulSilver,16042740,239340,6446,22,611,359,5,67.03
Pok�mon Red/Blue,5067300,256980,2151,20,561,113,5,19.72
Pok�mon Trading Card Game Online,3992400,325620,3152,23,804,89,7,12.26
Pok�mon Ultra Sun/Ultra Moon,48861960,1615020,8309,74,2267,1096,36,30.25
Pok�mon X/Y,5607600,37320,6213,7,106,125,0,150.26
Poker,221532000,3513540,27598,172,2976,4969,78,63.05
Portal 2,5084880,398580,5528,27,2309,114,8,12.76
Prime World,8487600,400500,561,22,261,190,8,21.19
Princess Connect! Re: Dive,8910840,202920,9650,30,311,199,4,43.91
Princess Maker 2,3349860,13860,3860,2,43,75,0,241.69
Pro Evolution Soccer 2019,5051640,714360,3235,46,1614,113,16,7.07
Professor Layton and the Curious Village,13758720,37200,6877,6,92,308,0,369.86
PUBG MOBILE,57014220,6942060,59855,269,15903,1278,155,8.21
Pummel Party,23475960,137040,29664,22,943,526,3,171.31
Punch Club,4613640,19320,3233,4,77,103,0,238.8
Puyo Puyo Tetris,10130460,350040,5303,22,931,227,7,28.94
Quake Champions,55824180,1714980,20685,103,4391,1252,38,32.55
Raft,5562000,451020,3141,44,1983,124,10,12.33
Ragnarok Online,7576560,608880,1437,36,783,169,13,12.44
Ratchet & Clank Future: A Crack in Time,5980620,9180,45447,6,19,134,0,651.48
Realm Royale,12891540,979800,17627,68,2435,289,21,13.16
Red Dead Redemption,38088360,811560,25393,63,1895,854,18,46.93
Red Dead Redemption 2,1171822980,34018260,382860,8785,88742,26285,763,34.45
Reigns: Game of Thrones,8284440,32520,26959,14,301,185,0,254.75
Resident Evil,3116340,215220,1328,22,1090,69,4,14.48
Resident Evil 2 (1998),10263360,235500,56525,18,640,230,5,43.58
Resident Evil 3: Nemesis,3100020,156540,1002,12,399,69,3,19.8
Resident Evil 4,12067200,853260,4212,53,2467,270,19,14.14
Resident Evil 5,4029840,307860,4037,21,1438,90,6,13.09
Resident Evil 7 biohazard,17158260,1313700,16039,145,4765,384,29,13.06
Resident Evil HD Remaster,9912660,459420,4113,41,1207,222,10,21.58
Retro,83486760,4166580,8392,160,5316,1872,93,20.04
Return of the Obra Dinn,17224860,129600,48512,21,522,386,2,132.91
RimWorld,81232860,2440020,21041,134,4005,1822,54,33.29
Ring Of Elysium,114739620,9067140,33849,818,25231,2573,203,12.65
Rise to Ruins,5541720,42240,13456,7,92,124,0,131.2
RIVE,5495160,2400,51646,7,14,123,0,2289.65
Roberta Williams' Phantasmagoria,4555020,12900,12075,4,38,102,0,353.1
ROBLOX,20223540,3481020,4799,178,13898,453,78,5.81
Rocket League,320856960,13663080,78727,546,53748,7197,306,23.48
RuneScape,29208300,1947600,7022,83,3718,655,43,15
Russian Fishing 4,20305740,1378920,2442,64,1067,455,30,14.73
Rust,244142880,5799420,38963,285,9939,5476,130,42.1
S.T.A.L.K.E.R.: Clear Sky,15306600,90480,16143,12,248,343,2,169.17
S.T.A.L.K.E.R.: Shadow of Chernobyl,12079500,283440,14742,22,747,270,6,42.62
Science & Technology,35310240,2037000,25747,99,4057,792,45,17.33
SCP Containment Breach,6539460,107100,22136,15,860,146,2,61.06
SCP: Secret Laboratory,8486640,520860,8941,39,2259,190,11,16.29
SCUM,23783220,2461440,4753,155,5181,533,55,9.66
Sea of Thieves,42395100,3330000,22687,189,7810,950,74,12.73
Secret Neighbor,3639660,66840,19148,23,472,81,1,54.45
Shadow of the Tomb Raider,18308580,2302620,5948,198,7223,410,51,7.95
Shadowverse,30954480,1059720,18233,66,1311,694,23,29.21
Shantae,7200540,2760,51189,6,10,161,0,2608.89
Shantae and the Pirate's Curse,3237000,24540,6199,4,83,72,0,131.91
ShellShock Live,4058280,187740,43183,18,1055,91,4,21.62
Sid Meier's Civilization V,13396440,548880,3906,34,1636,300,12,24.41
Sid Meier's Civilization VI,11748960,325980,16801,24,1064,263,7,36.04
Sid Meier's Civilization VI: Rise & Fall,6118560,159780,16366,13,243,137,3,38.29
Silent Hill,3028140,126840,938,15,371,67,2,23.87
Silent Hill 2,13314420,207840,49437,23,529,298,4,64.06
Silent Hill 3,3543300,89640,4195,9,247,79,2,39.53
Silent Hill 4: The Room,3578040,71940,4737,7,146,80,1,49.74
Sinner: Sacrifice for Redemption,8772180,126240,19036,30,715,196,2,69.49
skribbl.io,5636640,239700,6523,23,2605,126,5,23.52
Slay the Spire,81757860,1100940,9895,50,3257,1833,24,74.26
Smite,93425040,5521200,7451,252,11146,2095,123,16.92
SOMA,13086420,881100,13225,119,3212,293,19,14.85
Soulcalibur III,4445520,13080,9903,4,53,99,0,339.87
Soulcalibur IV,3763440,30960,10740,15,242,84,0,121.56
Soulcalibur VI,171428460,2774280,35806,555,7727,3845,62,61.79
Special Events,136323840,529440,143989,80,2675,3057,11,257.49
Spelunky,4429200,142020,3896,12,566,99,3,31.19
Splatoon 2,22196400,1845720,4583,202,3164,497,41,12.03
SpongeBob SquarePants: Battle for Bikini Bottom,5034300,109080,851,11,150,112,2,46.15
Sports & Fitness,58229820,263460,89501,33,1169,1306,5,221.02
Spyro the Dragon,7365720,57960,53723,7,179,165,1,127.08
Star Citizen,44089920,1164720,44081,110,1979,989,26,37.85
Star Trek Online,3495840,302520,433,29,586,78,6,11.56
Star Wars Battlefront II,5481900,710280,578,55,4680,122,15,7.72
Star Wars: The Old Republic,4988820,741420,2251,39,1189,111,16,6.73
StarCraft,109789680,833940,41746,45,1373,2462,18,131.65
StarCraft II,277733280,3891480,70851,146,6425,6229,87,71.37
Stardew Valley,16650780,2084100,2403,90,6287,373,46,7.99
Starlink: Battle for Atlas,5367600,209340,7192,59,666,120,4,25.64
Stellaris,4484580,418260,4282,29,1010,100,9,10.72
Stranded Deep,3049200,58080,2328,9,223,68,1,52.5
Street Fighter V,100693860,1907100,24693,86,3769,2258,42,52.8
Subnautica,13743060,867540,6978,45,2381,308,19,15.84
Summoners War: Sky Arena,61352700,1128240,24622,57,1173,1376,25,54.38
Super Mario 64,34693740,845640,71197,44,1565,778,18,41.03
Super Mario Bros. 2,2994420,33240,7931,4,88,67,0,90.08
Super Mario Bros. 3,10270800,149400,72544,18,588,230,3,68.75
Super Mario Maker,81575400,645360,13614,39,702,1829,14,126.4
Super Mario Odyssey,23484060,560100,32416,36,1243,526,12,41.93
Super Mario Party,94373280,1012080,52103,319,3943,2116,22,93.25
Super Mario Sunshine,6104340,191520,7449,16,506,136,4,31.87
Super Mario World,26116560,605160,5769,44,1140,585,13,43.16
Super Metroid,6069180,327420,8194,26,529,136,7,18.54
Super Seducer 2,11203020,126960,6365,17,683,251,2,88.24
Super Smash Bros. for Wii U,37995180,1050480,34143,82,1921,852,23,36.17
Super Smash Bros. Melee,78612180,900900,59913,64,2219,1763,20,87.26
surviv.io,3542580,393000,9690,27,1151,79,8,9.01
Tabletop RPGs,5524740,168720,3868,22,352,123,3,32.75
Tabletop Simulator,4086180,281160,4039,31,1232,91,6,14.53
Tales of Berseria,4413420,261720,11257,18,626,99,5,16.86
Tales of Symphonia,3052140,65940,4207,8,151,68,1,46.29
Talk Shows & Podcasts,324942600,4774260,68164,208,17413,7288,107,68.06
Team Fortress 2,15218040,1473540,5146,97,4754,341,33,10.33
Tekken 7,101950500,2442960,30235,100,7604,2286,54,41.73
Tera,5840040,933720,1433,46,2206,131,20,6.25
Terraria,55652640,1831140,6989,95,5251,1248,41,30.39
Tetris,6737220,161520,26953,13,691,151,3,41.71
The Bard's Tale IV,9616320,75420,13795,11,132,215,1,127.5
The Binding of Isaac: Afterbirth,54801360,1141500,27783,68,3716,1229,25,48.01
The Blackout Club,3611040,17160,28845,22,112,81,0,210.43
The Conjuring House,46879920,664560,27794,54,1953,1051,14,70.54
The Elder Scrolls IV: Oblivion,6204960,288120,3359,21,754,139,6,21.54
The Elder Scrolls Online,94404720,3749640,13808,163,5753,2117,84,25.18
The Elder Scrolls V: Skyrim,27544380,3764160,4209,153,9397,617,84,7.32
The Elder Scrolls: Legends,9094560,361200,2658,23,516,204,8,25.18
The Evil Within,5233140,662820,1499,51,1787,117,14,7.9
The Evil Within 2,4636980,419400,11469,35,1587,104,9,11.06
The Forest,15263580,1331460,5042,85,4811,342,29,11.46
