Game,WatchTime,StreamTime,PeakViewers,PeakChannels,UniqueStreamers,AverageViewers,AverageChannels,AverageViewerToChannelRatio
Ori and the Blind Forest,11402580,308400,30216,27,1300,255,6,36.97
osu!,45908880,6724920,12049,268,24900,1029,150,6.83
Outlast,6431880,564360,3691,39,3853,144,12,11.4
Outlast 2,6813360,414660,16426,28,2520,152,9,16.43
Overwatch,1889604000,57512520,201890,2982,135510,42386,1290,32.86
Oxygen Not Included,16642920,611880,3888,32,1246,373,13,27.2
Paladins,51847740,5410380,25179,247,19894,1163,121,9.58
Paper Mario,4626360,138420,1741,22,278,103,3,33.42
Paper Mario: The Thousand-Year Door,4688760,135960,13137,15,366,105,3,34.49
Path of Exile,213414900,6245760,24215,904,7994,4787,140,34.17
Payday 2,5149080,1159200,2702,57,5133,115,26,4.44
PC Building Simulator,4124940,209460,7227,20,1194,92,4,19.69
Peggle 2,5708160,6540,55492,4,50,128,0,872.81
Persona 5,10364820,1049580,15619,51,2057,232,23,9.88
Pillars of Eternity,16317720,519720,10680,32,1075,366,11,31.4
Pillars of Eternity II: Deadfire,103881900,1553220,23893,275,2196,2330,34,66.88
PixARK,12138840,314220,7396,24,588,272,7,38.63
Planet Coaster,4127640,281040,3225,20,978,92,6,14.69
PlanetSide 2,4673340,597180,8588,35,1502,104,13,7.83
PLAYERUNKNOWN'S BATTLEGROUNDS,2650302300,89848200,221743,3227,163947,59450,2015,29.5
Point Blank,5221140,130440,3486,13,516,117,2,40.03
Pok�mon Crystal,6518820,165240,20491,16,408,146,3,39.45
Pok�mon Emerald,5550060,298260,1934,19,861,124,6,18.61
Pok�mon FireRed/LeafGreen,7162800,474360,2535,32,1206,160,10,15.1
Pok�mon Quest,3563220,87240,3930,67,624,79,1,40.84
Pok�mon Red/Blue,4985460,242820,4164,19,563,111,5,20.53
Pok�mon Trading Card Game Online,5626560,410040,550,23,923,126,9,13.72
Pok�mon Ultra Sun/Ultra Moon,44535480,1682640,11194,117,2164,999,37,26.47
Poker,290247420,2551920,33916,153,2837,6510,57,113.74
Portal 2,7181340,463260,10168,30,2599,161,10,15.5
Post Scriptum: The Bloody Seventh,28582560,278340,43662,125,946,641,6,102.69
Prime World,6553260,355140,474,21,268,147,7,18.45
Princess Maker 5,4832100,26340,6101,5,80,108,0,183.45
Pro Evolution Soccer 2018,5553600,454680,5574,31,1794,124,10,12.21
PUBG MOBILE,9381300,2689800,2025,137,9306,210,60,3.49
Puyo Puyo Tetris,7934700,198420,4393,15,612,177,4,39.99
Quake Champions,31863000,1281240,8789,70,2521,714,28,24.87
Quiplash,3164580,98700,6616,13,842,70,2,32.06
Radical Heights,45681840,1096260,118141,123,5007,1024,24,41.67
Raft,154875120,2435400,136594,415,8531,3474,54,63.59
Ragnarok Online,6195120,626940,1893,31,790,138,14,9.88
Red Dead Redemption,7074660,203580,7220,19,731,158,4,34.75
Reign Of Kings,4163280,27600,9389,13,90,93,0,150.84
Resident Evil,5397660,202500,2280,16,824,121,4,26.66
Resident Evil 2 (1998),3045900,162540,1155,12,352,68,3,18.74
Resident Evil 4,9794580,511440,4804,31,1740,219,11,19.15
Resident Evil 7 biohazard,9563160,811200,4095,48,3312,214,18,11.79
Retro,77373420,4088280,11897,156,4885,1735,91,18.93
RimWorld,21555360,1061640,4141,53,1970,483,23,20.3
Ring Of Elysium,24561960,2891280,6476,129,5930,550,64,8.5
Rise of the Tomb Raider,3655860,798000,4033,47,2903,82,17,4.58
Rising Storm 2: Vietnam,3181980,153960,4283,19,834,71,3,20.67
ROBLOX,17946240,2546940,30358,127,11619,402,57,7.05
Rock Band 4,4414080,561360,7840,40,1498,99,12,7.86
Rocket League,134968980,12156240,56942,594,51573,3027,272,11.1
Root Letter,3219540,4980,3968,2,14,72,0,646.49
Rules of Survival,6223680,1188660,2302,54,4815,139,26,5.24
RuneScape,274146300,6895800,20452,252,9852,6149,154,39.76
Runner3,4382280,42720,14827,16,183,98,0,102.58
Russian Fishing 4,11989020,691920,3623,37,495,268,15,17.33
Rust,78647760,4072380,14839,260,8261,1764,91,19.31
S.T.A.L.K.E.R.: Shadow of Chernobyl,3616320,304620,1983,26,801,81,6,11.87
Saints Row: The Third,2842740,80700,3694,9,392,63,1,35.23
Salt and Sanctuary,4908420,141960,6776,13,523,110,3,34.58
Sea of Thieves,89860500,6507060,51691,614,14657,2015,145,13.81
Secret of the Stars,2920560,960,10062,3,3,65,0,3042.25
Senran Kagura Burst Re:Newal,2852640,32520,7451,11,74,63,0,87.72
Shadows of Adam,4838400,9660,18504,5,19,108,0,500.87
Shadowverse,30982020,1021260,14324,56,1298,694,22,30.34
ShellShock Live,4949220,198000,34424,22,1095,111,4,25
Shin Hayarigami,4413720,3720,6763,2,6,99,0,1186.48
Shin Hayarigami 2,8760780,4140,6702,1,9,196,0,2116.13
Shin Megami Tensei: Digital Devil Saga,3882840,9360,12891,4,24,87,0,414.83
Shoppe Keep 2,13103520,126300,35249,45,594,293,2,103.75
Shovel Knight,3960180,114120,7595,12,475,88,2,34.7
Sid Meier's Civilization V,11742480,575700,1715,36,1716,263,12,20.4
Sid Meier's Civilization VI,5844000,298140,2761,23,1105,131,6,19.6
Silent Hill,3249000,58020,2065,7,157,72,1,56
Silent Hill 2,4555740,59460,4281,7,200,102,1,76.62
Silent Hill 3,3924900,42720,5970,6,118,88,0,91.88
skribbl.io,4218600,106920,6710,16,1126,94,2,39.46
Slay the Spire,94785420,1725540,21509,81,5073,2126,38,54.93
Smite,122945280,6789660,15719,294,14075,2757,152,18.11
Social Eating,9609000,134220,13112,11,1378,215,3,71.59
SOMA,7837320,260640,9715,24,995,175,5,30.07
Sonic Adventure 2: Battle,3240840,166560,1126,13,437,72,3,19.46
SOS,2989140,121980,4919,25,489,67,2,24.51
Soul Blazer,2957520,27000,18565,18,42,66,0,109.54
Soulworker,9509460,1204020,1462,58,1744,213,27,7.9
SpeedRunners,4411740,134700,104100,19,1128,98,3,32.75
Spelunky,7757280,135840,8780,11,622,174,3,57.11
Splatoon 2,21132660,2074800,5904,194,3522,474,46,10.19
SpyParty,3657600,93300,7384,11,392,82,2,39.2
Squad,10508400,842700,5954,60,2503,235,18,12.47
Star Citizen,13534500,684600,5514,40,1196,303,15,19.77
Star Wars Battlefront II,6117120,949200,4025,105,6565,137,21,6.44
Star Wars: The Old Republic,5796480,878880,537,68,1578,130,19,6.6
StarCraft,9727080,569340,4215,26,1019,218,12,17.08
StarCraft II,261564540,4084020,22793,157,6744,5867,91,64.05
Stardew Valley,157582860,8733960,37846,479,22012,3534,195,18.04
State of Decay 2,207823440,8028660,84104,1197,23308,4661,180,25.89
STAY,14743980,32280,15028,8,133,330,0,456.75
Stellaris,10567080,619500,4817,57,1496,237,13,17.06
Street Fighter 30th Anniversary Collection,10054500,144060,11715,86,1243,225,3,69.79
Street Fighter III: 3rd Strike,3608340,55800,17583,7,181,80,1,64.67
Street Fighter V,143540040,1821900,62084,81,4190,3219,40,78.79
Subnautica,12256440,1048320,7865,55,2925,274,23,11.69
Summoners War: Sky Arena,38647560,1022280,2781,48,1179,866,22,37.81
Super Ghouls 'N Ghosts,4722600,27480,10531,4,66,105,0,171.86
Super Mario 64,24112380,843900,10875,44,1824,540,18,28.57
Super Mario Bros. 3,2977260,103500,5293,21,371,66,2,28.77
Super Mario Maker,52291020,576600,7018,33,676,1172,12,90.69
Super Mario Odyssey,36060660,701340,19571,35,1528,808,15,51.42
Super Mario RPG: Legend of the Seven Stars,3066300,105660,2309,11,287,68,2,29.02
Super Mario Sunshine,4039980,196620,1175,19,572,90,4,20.55
Super Mario World,18803640,481260,2802,33,1224,421,10,39.07
Super Mega Baseball 2,6761340,349500,12047,38,2056,151,7,19.35
Super Metroid,5583900,390960,2560,28,683,125,8,14.28
Super Seducer,2860740,41880,2898,7,277,64,0,68.31
Super Smash Bros. for Wii U,40599120,834900,17814,59,1749,910,18,48.63
Super Smash Bros. Melee,129848940,888780,60376,54,2362,2912,19,146.1
surviv.io,4953660,460260,1739,36,1653,111,10,10.76
Tabletop Simulator,11092140,279600,9725,25,1284,248,6,39.67
Tales of Phantasia,3838440,21060,14414,6,37,86,0,182.26
Tales of Symphonia,5057280,76620,11861,10,173,113,1,66
Talk Shows & Podcasts,373410180,2723040,167421,172,8767,8376,61,137.13
Team Fortress 2,12461640,1415520,6175,72,4599,279,31,8.8
Tekken 7,77478000,1710960,37121,62,5599,1737,38,45.28
Tera,10471920,2091900,1226,94,5487,234,46,5.01
Terraria,54564180,2021640,6733,92,5817,1223,45,26.99
The Binding of Isaac: Afterbirth,78345660,1658340,25617,89,5004,1757,37,47.24
The Cat Lady,5723340,23400,12397,5,71,128,0,244.59
The Council,6709980,105060,17396,45,439,150,2,63.87
The Crew 2,6174780,247320,18643,340,2069,138,5,24.97
The Elder Scrolls IV: Oblivion,3200280,259800,2352,21,672,71,5,12.32
The Elder Scrolls Online,62284560,3523260,7061,174,6772,1397,79,17.68
