Game,WatchTime,StreamTime,PeakViewers,PeakChannels,UniqueStreamers,AverageViewers,AverageChannels,AverageViewerToChannelRatio
Darkest Dungeon,21725760,819780,15932,40,2192,503,19,26.5
Dauntless,3456120,475320,305,28,1292,80,11,7.27
Dauntless,3456120,475320,305,28,1292,80,11,7.27
DayZ,30297660,1731060,5178,93,3245,702,40,17.5
Dead by Daylight,698890500,31330980,59528,1490,62578,16200,726,22.31
Dead Cells,41347020,1566780,18814,111,6290,958,36,26.39
Dead Frontier 2,9490560,1178700,22169,141,4605,219,27,8.05
Dead Space,4192440,220740,5559,20,1011,97,5,18.99
Dead Space,4192440,220740,5559,20,1011,97,5,18.99
Deceit,12852660,670980,20522,43,3646,297,15,19.16
Demon's Souls,4042440,57840,2077,8,112,93,1,69.89
Demon's Souls,4042440,57840,2077,8,112,93,1,69.89
Destiny 2,1197658980,65234280,181929,8097,108813,27762,1512,18.36
Detroit: Become Human,10764600,538740,4748,32,3466,249,12,19.98
Diablo II: Lord of Destruction,19722840,605640,6127,32,893,457,14,32.57
Diablo III: Reaper of Souls,67336020,5408640,21052,845,11592,1560,125,12.45
Dig Or Die,6863760,34440,8173,10,89,159,0,199.3
Divinity: Original Sin II,40601100,1645920,12491,95,3394,941,38,24.67
Dofus,17378460,588060,5356,39,972,402,13,29.55
Doki Doki Literature Club,7189800,287520,11320,19,1249,166,6,25.01
Don't Starve Together,11454000,866400,1676,62,2547,265,20,13.22
Donut County,12443400,103860,23555,15,798,288,2,119.81
Doom,8765760,1042860,3547,67,5165,203,24,8.41
Dota 2,1782731160,25883520,161988,1271,34706,41324,599,68.88
Dragon Ball FighterZ,69391020,1881960,25692,153,7785,1608,43,36.87
Dragon Quest XI,100690260,4317060,23595,456,5071,2334,100,23.32
Dungeon Fighter Online,7485780,496800,2066,32,497,173,11,15.07
Dungeon Hunter Champions,6872280,101760,12555,8,112,159,2,67.53
Dungeons & Dragons,47457960,1317660,38597,181,2876,1100,30,36.02
Dungeons & Dragons,33038700,611880,40261,127,2091,765,14,54
Dying Light,7318260,988680,3620,55,4203,169,22,7.4
Dying Light: Bad Blood,35392020,365280,41658,85,1638,820,8,96.89
Elite: Dangerous,8315040,1071720,2623,59,1960,192,24,7.76
Enter the Gungeon,33268500,1092120,15186,60,4306,771,25,30.46
Escape From Tarkov,210850260,8492400,45218,384,9586,4887,196,24.83
Eternal,27709860,425520,3457,25,600,642,9,65.12
Euro Truck Simulator 2,32555340,3469440,29323,243,8662,754,80,9.38
Europa Universalis IV,37185660,802440,9920,54,1195,861,18,46.34
EVE Online,14784180,647700,1361,34,847,342,15,22.83
F1 2018,10329060,634620,6359,68,3142,239,14,16.28
Factorio,14648220,942480,6683,54,1620,339,21,15.54
Fallout 3,7642860,297900,2626,19,843,177,6,25.66
Fallout 4,25323420,4027800,5828,182,10014,587,93,6.29
Farming Simulator 17,13155840,1805280,3487,122,3353,304,41,7.29
Fate/Grand Order,30109260,681900,7352,48,1054,697,15,44.15
FIFA 17,20354760,185400,4027,23,999,471,4,109.79
FIFA 18,48154380,4271040,13869,419,19928,1116,99,11.27
FIFA 19,612806580,9766080,108755,2400,34539,14205,226,62.75
FIFA Online 4,11425500,308520,7535,22,675,264,7,37.03
Final Fantasy IX,3154740,292860,1079,17,591,73,6,10.77
Final Fantasy IX,3154740,292860,1079,17,591,73,6,10.77
Final Fantasy VII,21844980,516900,4958,31,1059,506,11,42.26
Final Fantasy VIII,3353880,209220,485,16,378,77,4,16.03
Final Fantasy VIII,3353880,209220,485,16,378,77,4,16.03
Final Fantasy X,6896220,95340,5259,12,193,159,2,72.33
Final Fantasy X/X-2 HD Remaster,4372320,592560,1811,35,1192,101,13,7.38
Final Fantasy X/X-2 HD Remaster,4372320,592560,1811,35,1192,101,13,7.38
FINAL FANTASY XIV Online,77390760,7578960,18785,801,8861,1793,175,10.21
Fist of the North Star,3026700,10560,18459,7,100,70,0,286.62
Fist of the North Star,3026700,10560,18459,7,100,70,0,286.62
Food & Drink,7961580,103620,11024,34,945,184,2,76.83
Football Manager 2018,30871980,641700,9647,64,964,715,14,48.11
For Honor,46311120,3830760,8028,208,13379,1073,88,12.09
Fortnite,6379512060,444467220,743971,20180,900461,147879,10302,14.35
Forza Horizon 4,55403520,1527660,36376,468,6885,1284,35,36.27
Foxhole,3680880,75180,4081,9,130,85,1,48.96
Foxhole,3680880,75180,4081,9,130,85,1,48.96
Free Fire: Battlegrounds,3212280,776820,2210,46,2976,74,18,4.14
Free Fire: Battlegrounds,3212280,776820,2210,46,2976,74,18,4.14
Friday the 13th: The Game,9090960,891300,17397,54,3082,210,20,10.2
Frostpunk,12187920,345240,10640,47,1288,282,8,35.3
FTL: Faster Than Light,14554200,200040,9069,15,792,337,4,72.76
Game Development,7741560,633780,25493,38,1030,179,14,12.21
Games + Demos,104409420,1612620,28655,89,4666,2420,37,64.75
Garry's Mod,24505200,1004580,37034,72,4933,568,23,24.39
Gears of War 4,33817380,1582260,19003,115,4051,783,36,21.37
GeoGuessr,3201180,72600,3400,10,405,74,1,44.09
GeoGuessr,3201180,72600,3400,10,405,74,1,44.09
Geometry Dash,2998020,511560,2752,36,2415,69,11,5.86
Geometry Dash,2998020,511560,2752,36,2415,69,11,5.86
Girls Frontline,7746000,491820,969,45,689,179,11,15.75
God of War,22996140,2369700,6801,140,7422,533,54,9.7
Golf It!,8683020,180000,25463,18,1335,201,4,48.24
Golf With Your Friends,7080480,505440,3296,47,3633,164,11,14.01
Grand Theft Auto V,789487020,19829520,56935,922,48076,18300,459,39.81
Grand Theft Auto: San Andreas,11774640,698700,4108,43,2678,272,16,16.85
Grand Theft Auto: Vice City,7181400,145680,5703,14,571,166,3,49.3
Graveyard Keeper,27273240,1308360,22231,106,2676,632,30,20.85
Green Hell,28573380,552720,32746,48,1871,662,12,51.7
Guild Wars 2,27202320,2159520,6084,207,3456,630,50,12.6
Guilty Gear Xrd REV 2,7513140,138060,15121,13,499,174,3,54.42
Guitar Hero III: Legends of Rock,10116000,658680,2542,46,2540,234,15,15.36
Gwent: The Witcher Card Game,78198540,961140,44509,52,1489,1812,22,81.36
Halo 5: Guardians,19485300,1703280,10126,110,4195,451,39,11.44
Halo: The Master Chief Collection,12573240,1629060,1264,118,4825,291,37,7.72
Hearthstone,1452077040,9414240,80211,385,20633,33659,218,154.24
Hearts of Iron IV,12677160,524160,16884,37,1381,293,12,24.19
Hellblade,3136140,294240,1998,37,1395,72,6,10.66
Hellblade,3136140,294240,1998,37,1395,72,6,10.66
Heroes of Might and Magic III: The Shadow of Death,51387600,418080,14667,30,451,1191,9,122.91
Heroes of Newerth,13878120,407400,4593,24,570,321,9,34.07
Heroes of the Storm,292026600,7234080,32096,275,11735,6769,167,40.37
Hollow Knight,31945380,1859520,8237,109,4649,740,43,17.18
House Flipper,7670040,284400,5170,23,1419,177,6,26.97
Human: Fall Flat,3263160,319560,7680,39,4329,75,7,10.21
Human: Fall Flat,3263160,319560,7680,39,4329,75,7,10.21
Hunt: Showdown,23914800,1804320,26042,91,3772,554,41,13.25
I Wanna Be The Boshy,22539480,75240,11361,9,340,522,1,299.57
I Wanna Be The Guy,4000440,195300,5179,15,250,92,4,20.48
I Wanna Be The Guy,4000440,195300,5179,15,250,92,4,20.48
Identity V,15580260,266460,28513,30,694,361,6,58.47
Immortal: Unchained,25704600,258360,26724,39,704,595,5,99.49
Infestation: The New Z,11611440,598980,892,29,726,269,13,19.39
Insurgency: Sandstorm,12172020,742080,29551,55,2687,282,17,16.4
iRacing.com,11894760,965580,5398,72,1569,275,22,12.32
IRL,2194215600,33845040,138512,1664,113466,50862,784,64.83
Jurassic World Evolution,13642920,477240,7531,38,1711,316,11,28.59
Just Chatting,227485200,2264220,105145,613,13920,5273,52,100.47
Just Dance 2018,9722700,125700,4557,12,496,225,2,77.35
Kantai Collection,14195940,787080,3544,70,712,329,18,18.04
Kenshi,4086540,120180,1765,10,161,94,2,34
Kenshi,4086540,120180,1765,10,161,94,2,34
Kerbal Space Program,8018880,503700,1942,29,1160,185,11,15.92
Kinect Disneyland Adventures,3696540,8640,18810,5,41,85,0,427.84
Kinect Disneyland Adventures,3696540,8640,18810,5,41,85,0,427.84
Kingdom Come: Deliverance,3350880,455100,769,32,1183,77,10,7.36
Kingdom Come: Deliverance,3350880,455100,769,32,1183,77,10,7.36
Kingdom Hearts HD I.5 + II.5 Remix,14665380,1110720,8116,74,1910,339,25,13.2
Knight Online,13430760,418620,3160,33,535,311,9,32.08
Krampus is Home,3707400,780,15238,3,6,85,0,4753.08
Krampus is Home,3707400,780,15238,3,6,85,0,4753.08
League of Legends,4593234600,90785160,412412,3123,144060,106472,2104,50.59
Left 4 Dead 2,10842600,1011780,39015,57,4862,251,23,10.72
Let It Die,7467720,354540,14333,44,1073,173,8,21.06
Life Is Strange,10267020,566280,8668,36,2214,237,13,18.13
Life Is Strange 2,33837720,748020,49183,359,3711,784,17,45.24
Life Is Strange: Before the Storm,3723360,335580,2937,25,1175,86,7,11.1
Life Is Strange: Before the Storm,3723360,335580,2937,25,1175,86,7,11.1
Lineage II,75796500,2463360,7382,149,1844,1756,57,30.77
Little Nightmares,3152640,201900,1553,17,1244,73,4,15.61
Little Nightmares,3152640,201900,1553,17,1244,73,4,15.61
Lords of the Fallen,2932380,53700,4787,10,218,67,1,54.61
Lords of the Fallen,2932380,53700,4787,10,218,67,1,54.61
M.U.G.E.N,16670640,110100,657,7,65,386,2,151.41
Madden NFL 19,53963520,9560400,28141,638,25247,1250,221,5.64
Magic: The Gathering,247010160,2894940,32183,420,5940,5725,67,85.32
Makers & Crafting,3597300,163800,2577,59,682,83,3,21.96
Makers & Crafting,3597300,163800,2577,59,682,83,3,21.96
MapleStory,23475180,1683420,2512,81,2265,544,39,13.94
MapleStory M,3861420,159300,703,23,249,89,3,24.24
MapleStory M,3861420,159300,703,23,249,89,3,24.24
Marbles On Stream,33269640,692340,36805,62,1728,771,16,48.05
Mario Kart 8,28883520,787740,30451,56,3098,669,18,36.67
Mario Party 3,3473760,39360,2205,8,128,80,0,88.26
Mario Party 3,3473760,39360,2205,8,128,80,0,88.26
Mario Tennis Aces,3350340,139560,3708,15,589,77,3,24.01
Mario Tennis Aces,3350340,139560,3708,15,589,77,3,24.01
Marvel vs. Capcom Infinite,10241040,43680,9717,7,326,237,1,234.46
Marvel's Spider-Man,800835360,31348380,233622,4397,80264,18563,726,25.55
MechWarrior Online,6907920,441000,548,27,527,160,10,15.66
Mega Man 11,4184460,55980,12315,30,703,96,1,74.75
Mega Man 11,4184460,55980,12315,30,703,96,1,74.75
Mega Man Anniversary Collection,3402660,3660,8154,2,20,78,0,929.69
Mega Man Anniversary Collection,3402660,3660,8154,2,20,78,0,929.69
Mega Man X,8751480,126120,2502,11,505,202,2,69.39
Mega Man X4,4311300,43620,10390,5,184,99,1,98.84
Mega Man X4,4311300,43620,10390,5,184,99,1,98.84
Megaquarium,8783760,119700,22190,22,434,203,2,73.38
Metal Gear Solid 3: Snake Eater,3231660,39900,2305,5,94,74,0,80.99
Metal Gear Solid 3: Snake Eater,3231660,39900,2305,5,94,74,0,80.99
Metal Gear Solid 4: Guns of the Patriots,3073860,35580,2195,6,49,71,0,86.39
Metal Gear Solid 4: Guns of the Patriots,3073860,35580,2195,6,49,71,0,86.39
Metal Gear Solid V: The Phantom Pain,8223720,606420,9237,33,2023,190,14,13.56
Metin 2,11895540,702780,14880,44,1117,275,16,16.93
Microsoft Flight Simulator X,14457360,1004760,2862,58,1152,335,23,14.39
Might & Magic: Elemental Guardians,3615960,98220,785,9,122,83,2,36.81
Might & Magic: Elemental Guardians,3615960,98220,785,9,122,83,2,36.81
Minecraft,242287740,14638380,65539,682,38489,5616,339,16.55
Modern Warfare 2,15389820,1321920,8608,158,9926,356,30,11.64
Monster Hunter Generations Ultimate,25377240,1502880,6472,103,1636,588,34,16.89
Monster Hunter World,196107660,15246720,20853,766,33252,4545,353,12.86
Music & Performing Arts,280530540,11005860,13841,339,11764,6502,255,25.49
Music For Everyone,3826500,187200,925,10,224,88,4,20.44
Music For Everyone,3826500,187200,925,10,224,88,4,20.44
My Summer Car,8593800,172920,7935,14,511,199,4,49.7
Naruto to Boruto: Shinobi Striker,22175700,3051000,6619,375,8959,514,70,7.27
NBA 2K18,11090040,1419660,13424,230,7298,257,32,7.81
NBA 2K19,324998820,18860220,47830,2267,44194,7533,437,17.23
NBA Live 19,3080700,456420,4220,64,1028,71,10,6.75
NBA Live 19,3080700,456420,4220,64,1028,71,10,6.75
Neverwinter,8245140,865260,14039,51,1776,191,20,9.53
NHL 19,17757120,950040,5018,110,3704,411,22,18.69
Nioh,7163160,608340,2400,30,1455,166,14,11.77
No Man's Sky,29816820,1871160,11851,114,4394,691,43,15.93
Old School Musical,13667100,77280,17067,16,384,316,1,176.85
Old School RuneScape,330193320,5461320,105265,210,7683,7653,126,60.46
Old Spice Games,15578340,3420,47320,6,13,361,0,4555.07
Ori and the Blind Forest,3594180,346260,3906,29,1190,83,8,10.38
Ori and the Blind Forest,3594180,346260,3906,29,1190,83,8,10.38
osu!,54667800,7513380,8855,333,27764,1267,174,7.28
Outlast,8200740,610740,5423,48,4075,190,14,13.43
Outlast 2,4356540,349860,3736,29,2104,100,8,12.45
Outlast 2,4356540,349860,3736,29,2104,100,8,12.45
Overcooked! 2,15239580,514800,14447,37,2965,353,11,29.6
Overwatch,1235285700,54183900,123275,2959,122273,28634,1256,22.8
Oxygen Not Included,14322420,772500,3552,39,1328,331,17,18.54
Paladins,32349780,4380360,5878,222,14400,749,101,7.39
Pamali: Indonesian Folklore Horror,3031440,1020,24422,2,11,70,0,2972
Pamali: Indonesian Folklore Horror,3031440,1020,24422,2,11,70,0,2972
"Papers, Please",3500220,66000,4371,8,504,81,1,53.03
"Papers, Please",3500220,66000,4371,8,504,81,1,53.03
Path of Exile,510839880,13162620,49860,1297,12925,11841,305,38.81
Pathfinder: Kingmaker,75656160,588780,34102,168,1324,1753,13,128.5
Payday 2,3501540,802740,3574,44,3306,81,18,4.36
Payday 2,3501540,802740,3574,44,3306,81,18,4.36
Persona 5,6814200,553440,13281,32,1236,157,12,12.31
Pixel Painter Story,2908860,3540,7416,2,26,67,0,821.71
Pixel Painter Story,2908860,3540,7416,2,26,67,0,821.71
PlanetSide 2,3625620,403680,1626,27,1147,84,9,8.98
PlanetSide 2,3625620,403680,1626,27,1147,84,9,8.98
PLAYERUNKNOWN'S BATTLEGROUNDS,1617627180,65235120,193470,2568,109844,37497,1512,24.8
Point Blank,3870480,117960,5079,16,453,89,2,32.81
Point Blank,3870480,117960,5079,16,453,89,2,32.81
Pok�mon Emerald,3931980,285900,1123,19,810,91,6,13.75
Pok�mon Emerald,3931980,285900,1123,19,810,91,6,13.75
Pok�mon Ultra Sun/Ultra Moon,46538220,1893120,3167,87,2607,1078,43,24.58
Poker,312290760,3459240,37456,191,3247,7239,80,90.28
Prime World,8631120,382740,675,23,250,200,8,22.55
Princess Connect! Re: Dive,22659540,317100,8721,33,425,525,7,71.46
Pro Evolution Soccer 2019,28478700,1380600,6825,109,3226,660,32,20.63
PUBG MOBILE,42554880,6658440,12998,259,15909,986,154,6.39
Pummel Party,14686260,57240,29569,25,427,340,1,256.57
Puyo Puyo Tetris,11985600,327600,7970,20,859,277,7,36.59
Quake Champions,42476760,1916280,7348,105,5006,984,44,22.17
Ragnarok Online,8535600,771360,1669,41,871,197,17,11.07
Realm Royale,15857160,1239660,2890,93,3481,367,28,12.79
Red Dead Redemption,21709800,379560,7789,28,1046,503,8,57.2
Rend,3018900,97920,11927,10,153,69,2,30.83
Rend,3018900,97920,11927,10,153,69,2,30.83
Resident Evil,3364800,213780,846,16,926,77,4,15.74
Resident Evil,3364800,213780,846,16,926,77,4,15.74
Resident Evil 3: Nemesis,4332540,124320,2615,21,350,100,2,34.85
Resident Evil 3: Nemesis,4332540,124320,2615,21,350,100,2,34.85
Resident Evil 4,11657940,671280,2382,36,2015,270,15,17.37
Resident Evil 5,3469200,269340,4827,24,1281,80,6,12.88
Resident Evil 5,3469200,269340,4827,24,1281,80,6,12.88
Resident Evil 6,3575640,347280,1711,25,1237,82,8,10.3
Resident Evil 6,3575640,347280,1711,25,1237,82,8,10.3
Resident Evil 7 biohazard,11518140,797100,8224,50,3334,266,18,14.45
Retro,79869660,4270800,11280,171,5343,1851,98,18.7
RimWorld,38812200,1540440,9591,67,2545,899,35,25.2
Ring Of Elysium,106826880,5683200,40309,687,17727,2476,131,18.8
Rise of the Tomb Raider,10477380,1361700,3073,91,4280,242,31,7.69
RISK: Factions,3778920,2400,5164,2,10,87,0,1574.55
RISK: Factions,3778920,2400,5164,2,10,87,0,1574.55
ROBLOX,20651460,3528720,6513,195,15298,478,81,5.85
Rocket League,380699340,14492700,77098,684,59923,8824,335,26.27
RuneScape,27721500,2158320,6184,112,4036,642,50,12.84
Russian Fishing 4,28540140,1384380,12507,61,1151,661,32,20.62
Rust,100720620,4525920,20314,234,8381,2334,104,22.25
S.T.A.L.K.E.R.: Clear Sky,2918460,69780,4407,10,191,67,1,41.82
S.T.A.L.K.E.R.: Clear Sky,2918460,69780,4407,10,191,67,1,41.82
S.T.A.L.K.E.R.: Shadow of Chernobyl,12519300,203160,11772,17,543,290,4,61.62
SCUM,328185600,15208200,78870,1832,31127,7607,352,21.58
Sea of Thieves,41395200,3465420,14051,351,7687,959,80,11.95
Shadow of the Tomb Raider,216507000,8367660,83572,1241,18142,5018,193,25.87
Shadowverse,32298420,975480,19780,85,1345,748,22,33.11
Shenmue,3228420,276120,4902,40,915,74,6,11.69
Shenmue,3228420,276120,4902,40,915,74,6,11.69
Shenmue II,8703300,159420,4688,17,362,201,3,54.59
Sid Meier's Civilization V,14512620,510720,7945,28,1554,336,11,28.42
Slay the Spire,83817120,1085880,13679,54,3329,1942,25,77.19
Smite,89108280,6055200,6694,255,12035,2065,140,14.72
Social Eating,7468020,104340,6530,13,1278,173,2,71.57
Sonic Adventure 2: Battle,3046560,145320,1178,14,381,70,3,20.96
Sonic Adventure 2: Battle,3046560,145320,1178,14,381,70,3,20.96
Soulcalibur VI,33097560,357060,32532,238,1577,767,8,92.69
Special Events,11740200,62400,57642,34,542,272,1,188.14
Spelunky,9695160,150480,18859,15,662,224,3,64.43
Spider-Man,3063720,265920,13522,37,1060,71,6,11.52
Spider-Man,3063720,265920,13522,37,1060,71,6,11.52
Splatoon 2,18979620,1776840,2252,213,3211,439,41,10.68
SpongeBob SquarePants: Battle for Bikini Bottom,3443700,85860,977,12,167,79,1,40.11
SpongeBob SquarePants: Battle for Bikini Bottom,3443700,85860,977,12,167,79,1,40.11
Spyro the Dragon,3750060,72240,3566,9,236,86,1,51.91
Spyro the Dragon,3750060,72240,3566,9,236,86,1,51.91
Star Citizen,11460600,530880,2738,40,883,265,12,21.59
Star Control: Origins,10960620,110520,13698,34,284,254,2,99.17
StarCraft,32203200,691740,57296,34,1143,746,16,46.55
StarCraft II,269691720,3851400,51767,152,6324,6251,89,70.02
Stardew Valley,21834540,2499180,2983,131,7386,506,57,8.74
Steel Rats,3107160,840,25861,1,5,72,0,3699
Steel Rats,3107160,840,25861,1,5,72,0,3699
Stellaris,3006960,482640,2212,30,1110,69,11,6.23
Stellaris,3006960,482640,2212,30,1110,69,11,6.23
Strange Brigade,11236920,287640,10982,46,1070,260,6,39.07
Street Fighter V,159050400,1982040,42847,86,4201,3686,45,80.25
Subnautica,14529540,912000,4153,55,2474,336,21,15.93
Summoners War: Sky Arena,65978760,1062960,42720,51,1138,1529,24,62.07
Super Mario 64,23254620,825060,9110,42,1640,539,19,28.19
Super Mario Maker,58897260,638280,15774,41,717,1365,14,92.27
Super Mario Odyssey,12141720,548640,7682,32,1212,281,12,22.13
Super Mario RPG: Legend of the Seven Stars,3104520,98160,3266,11,297,71,2,31.63
Super Mario RPG: Legend of the Seven Stars,3104520,98160,3266,11,297,71,2,31.63
Super Mario World,15639600,506340,2881,43,1191,362,11,30.89
Super Metroid,7257480,357840,1516,29,660,168,8,20.28
Super Seducer 2,72721560,288600,30155,38,1230,1685,6,251.98
Super Smash Bros. for Wii U,30665940,1070700,14405,156,2113,710,24,28.64
Super Smash Bros. Melee,25301160,905580,10649,65,2295,586,20,27.94
surviv.io,3386940,416220,1129,28,1173,78,9,8.14
surviv.io,3386940,416220,1129,28,1173,78,9,8.14
Tabletop Simulator,8464800,314700,5671,35,1396,196,7,26.9
Talk Shows & Podcasts,278663340,3172380,75803,411,12248,6459,73,87.84
Team Fortress 2,12739920,1460100,1395,85,4544,295,33,8.73
Tekken 7,201534900,2939460,31650,204,8892,4671,68,68.56
Terraria,66405600,1887180,7299,94,5344,1539,43,35.19
The Bard's Tale IV,41389500,215700,20574,57,402,959,5,191.88
The Binding of Isaac: Afterbirth,37993440,977520,15946,56,3225,880,22,38.87
The Conjuring House,23034000,149520,34357,51,744,533,3,154.05
The Crew 2,3079080,332520,1550,45,2730,71,7,9.26
The Crew 2,3079080,332520,1550,45,2730,71,7,9.26
The Culling,7685640,226320,10954,41,1089,178,5,33.96
The Elder Scrolls Online,130111860,4041900,15063,181,5977,3016,93,32.19
The Elder Scrolls V: Skyrim,25008840,3420720,9738,145,8826,579,79,7.31
The Elder Scrolls: Legends,43919400,767400,2603,42,776,1018,17,57.23
The Escapists 2,3369120,81420,5442,16,555,78,1,41.38
The Escapists 2,3369120,81420,5442,16,555,78,1,41.38
The Forest,15280020,1286760,7726,64,4763,354,29,11.87
The Game of Life,3741120,6600,29683,7,52,86,0,566.84
The Game of Life,3741120,6600,29683,7,52,86,0,566.84
The Jackbox Party Pack 3,11218680,603780,25882,60,3249,260,13,18.58
The Jackbox Party Pack 4,8556720,415800,25169,43,1975,198,9,20.58
