Game,WatchTime,StreamTime,PeakViewers,PeakChannels,UniqueStreamers,AverageViewers,AverageChannels,AverageViewerToChannelRatio
Clash Royale,32411700,798780,13900,44,2277,751,18,40.58
Company of Heroes 2,14713320,425160,7336,28,698,341,9,34.61
Conan Exiles,12276720,1090080,2560,98,1667,284,25,11.26
Cookie Run: OvenBreak,4304340,4800,10126,2,22,99,0,896.74
Counter-Strike: Global Offensive,1375541400,39714120,321506,1869,105690,31885,920,34.64
Creative,260375700,17630340,24550,657,32921,6035,408,14.77
Crossout,3565080,775380,641,41,1561,82,17,4.6
Crucible Falls: Together Forever,4393740,4020,41132,6,27,101,0,1092.97
Crusader Kings II,4137360,316020,2598,32,920,95,7,13.09
Cult,5193900,6420,6215,2,2,120,0,809.02
Cuphead,4818660,634200,4527,42,3621,111,14,7.6
Cursed Castilla (Maldita Castilla EX),2832180,6600,13561,3,27,65,0,429.12
Cypher,4143300,11820,5505,5,44,96,0,350.53
Dark Souls,31289280,1551360,10653,80,3742,725,35,20.17
Dark Souls II,12907740,258900,3458,21,760,299,6,49.86
Dark Souls II: Scholar of the First Sin,14065140,1147740,5552,57,2776,326,26,12.25
Dark Souls III,83040300,5354400,12238,221,14469,1924,124,15.51
Darkest Dungeon,61840320,1111020,14051,69,3042,1433,25,55.66
Darwin Project,49295340,3866940,55617,354,11999,1142,89,12.75
Dauntless,11970660,697260,3338,45,1441,277,16,17.17
DayZ,40747740,1914780,13014,149,3229,944,44,21.28
Dead by Daylight,278034300,13088940,45790,486,21709,6444,303,21.24
Dead Cells,13899660,427560,25941,25,1826,322,9,32.51
Dead In Vinland,7036080,128580,25499,18,279,163,2,54.72
Dead Space,6893820,291420,4419,20,1424,159,6,23.66
Deceit,13447680,814800,16819,51,4033,311,18,16.5
Deep Rock Galactic,3284280,256440,4856,29,1080,76,5,12.81
Demon's Souls,4182000,87960,2574,10,168,96,2,47.54
Destiny,5671680,1484880,662,84,5656,131,34,3.82
Destiny 2,134381280,11064480,108393,617,22930,3115,256,12.15
Detroit: Become Human,10584120,128580,32026,59,3862,245,2,82.32
Diablo II: Lord of Destruction,22300980,766320,2689,38,1027,516,17,29.1
Diablo III: Reaper of Souls,38672580,4059060,2940,189,8714,896,94,9.53
Divinity: Original Sin II,20674860,992880,16627,58,2269,479,23,20.82
Dofus,26077560,613080,9876,65,902,604,14,42.54
Doki Doki Literature Club,7950780,473280,7665,38,2128,184,10,16.8
Donkey Kong 64,2830260,70140,1089,7,155,65,1,40.35
Don't Starve,3669900,172980,1749,17,773,85,4,21.22
Don't Starve Together,7045440,826380,4262,46,2754,163,19,8.53
Doom,8521860,734580,4308,42,3614,197,17,11.6
Dota 2,2408515320,24078600,310168,1386,32117,55830,558,100.03
Dragon Ball FighterZ,77624940,2610480,40909,163,11162,1799,60,29.74
Duelyst,4546740,122040,281,10,186,105,2,37.26
Dungeon Fighter Online,4217520,463320,3684,28,627,97,10,9.1
Dungeons & Dragons,90461580,2167560,45265,185,3316,2096,50,41.73
Dungreed,5508960,134520,4042,15,659,127,3,40.95
Dying Light,7009140,1299000,6227,79,5826,162,30,5.4
Earth Defense Forces 5,3453180,5460,6532,2,9,80,0,632.45
Eco,3244260,330360,2770,31,784,75,7,9.82
Elite: Dangerous,10894380,1568700,4141,75,2935,252,36,6.94
Enlisted,6590880,14340,36629,40,105,152,0,459.62
Enter the Gungeon,7526460,417120,7785,29,1711,174,9,18.04
Escape From Tarkov,162914340,6796320,27962,692,9178,3776,157,23.97
Eternal,4096920,187200,1743,14,318,94,4,21.89
Euro Truck Simulator 2,22590780,3097560,8183,195,6693,523,71,7.29
Europa Universalis IV,14097300,653700,3176,43,1023,326,15,21.57
EVE Online,18471660,744780,10525,51,977,428,17,24.8
EverQuest,4563960,489600,292,33,423,105,11,9.32
Extinction,7426500,95520,18281,38,595,172,2,77.75
F1 2017,8630460,327900,16199,44,2176,200,7,26.32
Factorio,11708760,1196460,1957,62,2237,271,27,9.79
Fallout 4,23891160,3147480,9570,132,8265,553,72,7.59
Fallout: New Vegas,19501500,693000,20236,38,1863,452,16,28.14
Far Cry 5,249549180,16246080,56296,1359,65989,5784,376,15.36
Farm Manager 2018,5492880,174420,29382,27,452,127,4,31.49
Farm Together,4850220,196800,4059,19,682,112,4,24.65
Farming Simulator 17,10165680,1600500,4283,83,2624,235,37,6.35
Fate/Grand Order,9931620,515880,2960,68,885,230,11,19.25
FIFA 17,3877740,194220,2305,14,1208,89,4,19.97
FIFA 18,332005680,8593440,88554,510,29000,7696,199,38.63
Final Fantasy IX,4095000,393180,631,24,795,94,9,10.42
Final Fantasy VII,12420480,544140,11176,31,1071,287,12,22.83
Final Fantasy VIII,4752420,239940,1572,17,410,110,5,19.81
Final Fantasy X/X-2 HD Remaster,4428180,691320,1457,36,1329,102,16,6.41
Final Fantasy XI Online,3979980,297780,5491,22,318,92,6,13.37
FINAL FANTASY XIV Online,67061940,5878980,16064,496,8620,1554,136,11.41
Final Fantasy XV,22530720,2136180,7469,105,5403,522,49,10.55
Final Fantasy: Brave Exvius,3209880,177540,673,14,239,74,4,18.08
Finding Paradise,3109260,40440,3780,7,162,72,0,76.89
Fire Emblem Mobile,4620300,112860,2131,25,258,107,2,40.94
Football Manager 2018,26301300,632220,8368,41,856,609,14,41.6
For Honor,40246260,1789020,36117,78,5789,932,41,22.5
For the King,3710940,398820,2032,53,1100,86,9,9.3
Fortnite,7719295500,438579360,657462,18292,877646,178935,10166,17.6
Forts,3850800,13800,42108,7,87,89,0,279.04
Forza Horizon 3,2845800,699900,780,40,3648,65,16,4.07
Forza Motorsport 7,8968740,427140,8525,38,1685,207,9,21
FoxTail,3238020,1620,18062,4,9,75,0,1998.78
Free Fire: Battlegrounds,3240600,381120,9391,27,1545,75,8,8.5
Friday the 13th: Killer Puzzle,5675340,91200,41537,23,815,131,2,62.23
Friday the 13th: The Game,21161220,1723080,51236,406,6396,490,39,12.28
Friends Marble,7240020,44880,8169,7,126,167,1,161.32
Frostpunk,148996200,2416860,58338,689,6416,3453,56,61.65
FTL: Faster Than Light,10067700,249660,8179,17,965,233,5,40.33
Game Dev Tycoon,4949400,54480,8429,7,343,114,1,90.85
Games + Demos,95592900,1416240,83437,84,4147,2215,32,67.5
Gang Beasts,3085560,197460,13570,27,2013,71,4,15.63
Garry's Mod,13891740,1076520,9147,70,4861,322,24,12.9
Gartic,2982000,64320,9359,11,573,69,1,46.36
Gears of War 4,31451760,1522800,16680,119,4444,729,35,20.65
GeoGuessr,5178480,73080,9412,9,421,120,1,70.86
Geometry Dash,3535740,604560,2366,43,2358,81,14,5.85
Getting Over It,6527640,347880,6839,28,2278,151,8,18.76
Ghost of a Tale,3792360,150960,4555,19,498,87,3,25.12
Girls Frontline,10867740,427260,1455,33,437,251,9,25.44
Go,5803500,77280,16721,10,97,134,1,75.1
God of War,1218101340,32574000,292083,5006,67022,28236,755,37.39
God of War Collection,3925200,104460,5215,13,251,90,2,37.58
God of War II,32172420,146760,24521,20,314,745,3,219.22
God of War III,85067460,472800,35215,65,2408,1971,10,179.92
God of War: Ascension,5474700,72540,8386,9,171,126,1,75.47
Golf It!,12144060,138360,35886,20,1152,281,3,87.77
Golf With Your Friends,8362260,480540,9244,62,3688,193,11,17.4
Golfing Over It with Alva Majo,66253200,416280,43527,103,2668,1535,9,159.16
Gothic II: Night of the Raven,5720640,118920,1453,13,143,132,2,48.1
Gran Turismo Sport,3985380,179280,7612,17,461,92,4,22.23
Granblue Fantasy,4704000,404460,540,54,634,109,9,11.63
Grand Theft Auto III,2891760,102480,4130,12,342,67,2,28.22
Grand Theft Auto V,591625860,17915220,47687,821,42792,13714,415,33.02
Grand Theft Auto: San Andreas,14998440,658440,4844,37,2231,347,15,22.78
Grand Theft Auto: Vice City,5509860,136620,4461,15,586,127,3,40.33
Grim Dawn,3193320,372840,793,24,692,74,8,8.56
Guild Wars 2,28047300,2160900,5747,115,3622,650,50,12.98
Guilty Gear Xrd REV 2,5106480,137700,7897,10,513,118,3,37.08
Guitar Hero III: Legends of Rock,14716680,678480,6517,41,2313,341,15,21.69
Gwent: The Witcher Card Game,90952260,1230360,46158,60,1860,2108,28,73.92
Half-Life,5506080,159960,5037,12,743,127,3,34.42
Half-Life 2,3497880,157200,4761,13,718,81,3,22.25
Halo 5: Guardians,33278820,1801200,56692,97,5028,771,41,18.48
Halo Online,13561620,908340,23035,304,5186,314,21,14.93
Halo: The Master Chief Collection,8552460,885900,871,51,2670,198,20,9.65
Healer's Quest,4202100,14760,8924,6,59,97,0,284.7
Hearthstone,2580125280,15914520,309090,2277,37164,59808,368,162.12
Hearts of Iron IV,9332940,488640,6790,40,1247,216,11,19.1
Heavy Rain,6985560,106020,5522,13,801,161,2,65.89
Hell Let Loose,12899700,90660,38383,49,307,299,2,142.29
Hellblade,7250220,299400,19358,28,1474,168,6,24.22
Heroes of Hammerwatch,5935260,341700,19016,24,732,137,7,17.37
Heroes of Might and Magic III: The Shadow of Death,22893480,382440,3528,28,402,530,8,59.86
Heroes of Might and Magic V: Tribes of the East,22281960,42360,13510,9,100,516,0,526.01
Heroes of Newerth,13293240,539220,1867,28,710,308,12,24.65
Heroes of the Storm,337128060,8096580,32153,304,14453,7814,187,41.64
Hollow Knight,20300940,1003320,10957,54,2545,470,23,20.23
Honkai Impact,3844260,106320,25582,12,256,89,2,36.16
Horizon Zero Dawn,6217080,1179780,1242,59,3707,144,27,5.27
Human: Fall Flat,5554080,337980,4536,38,2414,128,7,16.43
Hunt: Showdown,20069820,1290180,3931,76,2807,465,29,15.56
I Wanna Be The Boshy,4030140,28440,6727,4,130,93,0,141.71
I Wanna Be The Guy,4448940,191160,3724,16,265,103,4,23.27
Immortal Redneck,2894160,47160,3373,9,221,67,1,61.37
Infernium,3412080,12960,31995,9,72,79,0,263.28
Infestation: The New Z,57488400,1149540,3185,51,1429,1332,26,50.01
Injustice 2,5485860,453900,2495,29,2310,127,10,12.09
Into the Breach,5504220,134700,9934,17,640,127,3,40.86
iRacing.com,12575100,940080,2717,77,1359,291,21,13.38
IRL,2220452220,31317180,147414,1103,90526,51470,725,70.9
IRONSIGHT,10792080,1120620,19847,93,4064,250,25,9.63
Islands of Nyne: Battle Royale,15097620,265680,66625,110,896,349,6,56.83
It Lurks Below,3144720,82140,11713,20,189,72,1,38.28
Jalopy,3450720,66240,15726,11,388,79,1,52.09
Just Dance 2017,7593300,29160,29170,5,177,176,0,260.4
Just Dance 2018,12590940,95280,10551,10,437,291,2,132.15
Kartrider,5524380,172020,3041,19,480,128,3,32.11
Kerbal Space Program,15466020,707400,5241,43,1826,358,16,21.86
Killer Instinct,2954880,105540,7802,10,507,68,2,28
Killing Floor 2,5220120,1022280,19201,68,4703,121,23,5.11
Kingdom Come: Deliverance,7666380,936720,3845,69,2609,177,21,8.18
Kingdom Hearts HD I.5 + II.5 Remix,10226640,832440,1448,58,1503,237,19,12.29
Kirby: Star Allies,3507540,141060,4955,17,673,81,3,24.87
Knight Online,8810640,281700,2414,21,335,204,6,31.28
Knives Out,2966400,389580,4373,31,965,68,9,7.61
Late Shift,22507980,148860,26704,33,1034,521,3,151.2
League of Legends,4455790200,87587160,476710,3849,138062,103286,2030,50.87
Left 4 Dead 2,10099620,986760,17035,57,4449,234,22,10.24
Legion TD 2,6816960,108240,10512,14,262,158,2,62.98
LEGO Star Wars: The Complete Saga,2775060,25920,12131,5,129,64,0,107.06
Life Is Strange,5119020,485220,2470,28,1897,118,11,10.55
Life Is Strange: Before the Storm,6868620,373440,17865,29,1416,159,8,18.39
Lineage II,69694980,2253720,7628,151,1730,1615,52,30.92
Little Nightmares,5063520,177480,7979,19,981,117,4,28.53
Lobotomy Corporation | Monster Management Simulation,7386480,133200,6192,14,299,171,3,55.45
Ludum Dare,2879880,209400,1004,74,248,66,4,13.75
Lupinball,4471500,2340,38150,3,6,103,0,1910.9
M.U.G.E.N,17976960,113340,797,7,67,416,2,158.61
Mad Max,5151840,2057340,2988,140,9000,119,47,2.5
Madden NFL 18,22993320,5359980,10007,417,15440,532,124,4.29
Maelstrom,24769140,302580,38032,51,916,574,7,81.86
Magic: The Gathering,194337660,2863020,22755,144,4486,4504,66,67.88
Maize,2790720,8400,9618,4,48,64,0,332.23
MapleStory,20657520,1292340,3299,63,1969,478,29,15.98
Mario Kart 8,23461980,786360,34882,51,2840,543,18,29.84
Mario Party,2905440,28800,1894,7,102,67,0,100.88
Mario Party 7,6962760,23160,49578,9,146,161,0,300.64
Marvel vs. Capcom Infinite,5270040,47820,14383,5,360,122,1,110.21
Mass Effect: Andromeda,2866380,238140,4281,17,1146,66,5,12.04
MechWarrior Online,10988100,671280,1741,57,970,254,15,16.37
Mega Man 2,3323880,82980,1847,13,214,77,1,40.06
Metal Gear Solid,3757020,67140,3065,8,224,87,1,55.96
Metal Gear Solid 2: Sons of Liberty,6443100,50640,3541,8,118,149,1,127.23
Metal Gear Solid 3: Snake Eater,5005620,46920,2573,7,106,116,1,106.68
Metal Gear Solid 4: Guns of the Patriots,5336940,33660,2677,6,52,123,0,158.55
Metal Gear Solid V: The Phantom Pain,8388780,574020,2999,31,1945,194,13,14.61
Metin 2,11204460,647580,2125,48,1048,259,15,17.3
Microsoft Flight Simulator X,14094780,1057440,4550,90,1233,326,24,13.33
Minecraft,239512200,13213800,26687,608,38162,5551,306,18.13
Mini Metro,4183380,28620,14094,12,217,96,0,146.17
Minit,7665840,100920,26560,18,643,177,2,75.96
Miscreated,3698520,330720,4438,25,788,85,7,11.18
Mister Rogers' Neighborhood,10203000,14400,1364,3,6,236,0,708.54
MLB The Show 18,28291980,1093200,9428,74,5398,655,25,25.88
Monopoly Plus,2894400,71160,4273,10,495,67,1,40.67
Monster Hunter World,114408420,6086820,20492,573,26986,2652,141,18.8
Mortal Kombat X,4728240,464400,688,26,2799,109,10,10.18
Mother Simulator,3613020,17820,8555,4,174,83,0,202.75
Mount & Blade: Warband,5937240,349500,22992,22,1222,137,8,16.99
Mount Your Friends 3D: A Hard Man Is Good to Climb,3569460,11400,11420,4,94,82,0,313.11
Murderous Pursuits,10310040,53940,40074,22,366,238,1,191.14
Music & Performing Arts,242118540,8517240,29341,260,9555,5612,197,28.43
My Summer Car,7743480,193380,4364,15,547,179,4,40.04
NBA 2K18,56413260,6465540,28626,371,19569,1307,149,8.73
Neverwinter,5226360,771240,675,41,1519,121,17,6.78
NHL 17,3082380,46560,379,4,140,71,1,66.2
NHL 18,4731300,434880,1757,40,3447,109,10,10.88
Ni no Kuni II: Revenant Kingdom,26349780,2029740,9445,146,5084,610,47,12.98
Nidhogg II,4734180,2580,26848,7,32,109,0,1834.95
NieR Automata,12849300,922920,5236,54,4057,297,21,13.92
Ninja,6406500,253080,1396,27,308,148,5,25.31
Nintendo Labo Variety Kit,10797480,62400,26615,29,238,250,1,173.04
Nioh,11123700,677820,25732,35,1524,257,15,16.41
Northgard,5264760,198300,9001,17,664,122,4,26.55
One Piece Treasure Cruise,4401000,110340,554,12,129,102,2,39.89
Orcs Must Die! 2,12443160,29100,38971,7,163,288,0,427.6
Ori and the Blind Forest,3219120,344520,3522,31,1265,74,7,9.34
osu!,43820040,6621360,10314,299,23651,1015,153,6.62
Outlast,9576180,690300,9453,58,4641,221,16,13.87
Outlast 2,11210760,621960,7744,52,3661,259,14,18.02
Overcooked!,4388880,60300,12570,8,557,101,1,72.78
Overwatch,1919821080,55749120,191674,3111,130461,44502,1292,34.44
Oxygen Not Included,8182980,575460,6131,31,1134,189,13,14.22
Paladins,39476400,4891800,8316,211,16003,915,113,8.07
"Papers, Please",6359460,68700,4647,8,569,147,1,92.57
Paradigm,4617180,5820,28566,6,27,107,0,793.33
Paragon,6318900,526980,53419,77,1220,146,12,11.99
Path of Exile,239019300,7073820,26342,296,8834,5540,163,33.79
Payday 2,3981240,1044360,3673,78,4454,92,24,3.81
PC Building Simulator,29412360,769740,45622,110,3296,681,17,38.21
Persona 5,14352240,956100,2350,54,1921,332,22,15.01
Pillars of Eternity,40537860,277140,16860,24,552,939,6,146.27
PixARK,52951080,1816680,26396,144,2986,1227,42,29.15
Pizza Connection 3,4203240,47460,9030,10,217,97,1,88.56
Plague Inc: Evolved,3325320,61500,4657,13,443,77,1,54.07
Planet Coaster,3515820,332940,1085,25,1090,81,7,10.56
PlanetSide 2,4063800,593160,3161,32,1489,94,13,6.85
PLAYERUNKNOWN'S BATTLEGROUNDS,2977131180,108227640,282830,6473,195230,69010,2508,27.51
Point Blank,2777340,108540,1561,11,460,64,2,25.59
Pok�mon Crystal,2940600,150780,6454,16,379,68,3,19.5
Pok�mon Emerald,3439800,263820,3598,22,819,79,6,13.04
Pok�mon FireRed/LeafGreen,6318240,389520,3401,28,1036,146,9,16.22
Pok�mon HeartGold/SoulSilver,4048500,194520,3118,16,558,93,4,20.81
Pok�mon Mystery Dungeon: Explorers of Sky,4794000,66300,6089,11,141,111,1,72.31
Pok�mon Platinum,10527840,133260,7971,14,402,244,3,79
Pok�mon Red/Blue,3312420,194280,3990,17,511,76,4,17.05
Pok�mon Trading Card Game,4540320,34620,5195,9,138,105,0,131.15
Pok�mon Trading Card Game Online,3842040,336720,662,23,873,89,7,11.41
Pok�mon Ultra Sun/Ultra Moon,48654720,1579740,6858,76,1832,1127,36,30.8
Poker,215640180,2343840,32884,166,2576,4998,54,92
Poly Bridge,5173440,91140,5589,9,530,119,2,56.76
Portal 2,4581660,487980,3600,32,2575,106,11,9.39
Post Scriptum: The Bloody Seventh,3491940,7980,15997,31,34,80,0,437.59
Postal 2,2930160,31320,7880,9,168,67,0,93.56
Prime World,7680960,365280,787,21,256,178,8,21.03
Prison Architect,7097640,126900,10347,12,539,164,2,55.93
Pro Evolution Soccer 2018,3171480,420600,3433,28,1476,73,9,7.54
Project Gorgon,4284960,110400,37207,12,170,99,2,38.81
PUBG Mobile,11998620,340140,17785,33,1245,278,7,35.28
Puyo Puyo Tetris,13563960,229740,11851,16,671,314,5,59.04
Quake Champions,19413540,921180,11840,56,1578,450,21,21.07
Quantum Break,4784160,68400,16646,10,281,110,1,69.94
Radical Heights,187582440,5166720,196312,1138,22756,4348,119,36.31
Ragnarok Online,8906520,692280,1172,37,804,206,16,12.87
Redout,3294540,12900,24047,4,83,76,0,255.39
Resident Evil,4461060,183840,1705,16,759,103,4,24.27
Resident Evil 3: Nemesis,3720480,133560,2510,12,245,86,3,27.86
Resident Evil 4,7251120,587340,12316,30,1778,168,13,12.35
Resident Evil 7 biohazard,6639420,847800,2105,46,3580,153,19,7.83
Retro,69787500,3764820,8188,147,4528,1617,87,18.54
RimWorld,25545240,1139640,5598,56,2068,592,26,22.42
Ring Of Elysium,51253140,2753880,51585,229,7501,1188,63,18.61
Rise of the Tomb Raider,4347720,937140,1383,58,3440,100,21,4.64
ROBLOX,13952640,2708280,7659,139,11759,323,62,5.15
Rock Band 4,5401020,625680,8777,41,1573,125,14,8.63
Rocket League,328505640,12864900,96926,568,54428,7614,298,25.54
Rules of Survival,7751160,1333560,4245,78,4509,179,30,5.81
RuneScape,218645940,6568140,30442,238,8898,5068,152,33.29
Russian Fishing 4,6386040,508560,583,33,310,148,11,12.56
Rust,97663680,4586160,10382,283,8552,2263,106,21.3
Salt and Sanctuary,2761740,160440,2103,17,630,64,3,17.21
SCP Containment Breach,8127480,58200,32434,8,524,188,1,139.65
SCP: Secret Laboratory,12882300,289620,44669,23,1587,298,6,44.48
Sea of Thieves,297499020,16249500,36652,1207,33261,6896,376,18.31
Shadow of the Colossus,3071340,230880,7186,21,1346,71,5,13.3
Shadow Tactics: Blades of the Shogun,8782860,92880,7815,13,352,203,2,94.56
Shadowverse,39276900,1157760,14566,60,1512,910,26,33.92
Shoppe Keep,6082080,19800,33300,9,103,140,0,307.18
Sid Meier's Civilization V,12000240,581640,1526,40,1689,278,13,20.63
Sid Meier's Civilization VI,3797160,343020,2581,23,1145,88,7,11.07
Sid Meier's Civilization VI: Rise & Fall,5794020,176460,1893,19,281,134,4,32.83
Silent Hill,2780040,57240,1386,8,178,64,1,48.57
Silent Hill 3,3648840,44100,11467,5,110,84,1,82.74
Simulacra,5254680,32280,20092,12,133,121,0,162.78
skribbl.io,3928920,101580,17885,17,1044,91,2,38.68
Slay the Spire,96294060,1764840,31081,114,4929,2232,40,54.56
Smite,110083740,7005000,12535,302,14234,2551,162,15.72
Social Eating,12822420,128760,15750,12,1434,297,2,99.58
SOMA,4253820,287040,2874,29,1182,98,6,14.82
Sonic Adventure 2: Battle,3443880,164520,1162,12,442,79,3,20.93
SOS,3691620,273840,2396,24,643,85,6,13.48
Soul Worker Online,2951040,186780,5683,24,602,68,4,15.8
Soulworker,13527120,1522980,7240,72,2839,313,35,8.88
SpeedRunners,7230600,91440,32386,16,782,167,2,79.07
Spelunky,10665600,120360,16905,17,534,247,2,88.61
Splatoon 2,21717900,2041740,3760,213,3399,503,47,10.64
SpyParty,81274380,328680,79292,45,1350,1883,7,247.28
Squad,3327840,501720,2197,33,1584,77,11,6.63
Star Citizen,18988800,894180,5708,49,1702,440,20,21.24
Star Wars Battlefront II,7018140,916260,1767,64,7020,162,21,7.66
Star Wars: The Old Republic,5459700,866340,653,45,1379,126,20,6.3
StarCraft,10049700,596700,4854,26,1013,232,13,16.84
StarCraft II,363092880,4476960,37145,168,7256,8416,103,81.1
Stardew Valley,36843780,2063760,39063,392,5347,854,47,17.85
Stellaris,5449380,493620,1663,35,1163,126,11,11.04
Streamfest,3584640,12900,11688,24,57,83,0,277.88
Street Fighter V,145520400,1995840,61872,108,4462,3373,46,72.91
Subnautica,22964160,1517160,4347,80,3823,532,35,15.14
Summoners War: Sky Arena,45425580,1052820,4215,64,1211,1052,24,43.15
Super Mario 64,31869420,923280,9634,49,1915,738,21,34.52
Super Mario Bros. 3,7881240,144240,3301,18,410,182,3,54.64
Super Mario Maker,43869120,518820,5435,31,647,1016,12,84.56
Super Mario Odyssey,24515940,736860,7737,40,1622,568,17,33.27
Super Mario Sunshine,5226180,232380,2911,21,547,121,5,22.49
Super Mario World,18794040,448020,4740,37,1201,435,10,41.95
Super Metroid,5639400,326580,3257,28,527,130,7,17.27
Super Robot Wars X,7953780,471240,2987,56,303,184,10,16.88
Super Seducer,11042220,73200,15967,10,493,255,1,150.85
Super Smash Bros. Brawl,3020280,59820,6492,8,297,70,1,50.49
Super Smash Bros. for Wii U,28365780,873300,11123,70,1782,657,20,32.48
Super Smash Bros. Melee,33119160,890220,12923,65,2320,767,20,37.2
Surviving Mars,4137360,413580,3463,41,1071,95,9,10
Swords and Sandals II,2999220,7020,10706,4,48,69,0,427.24
Talk Shows & Podcasts,300221220,2577780,55204,134,8442,6959,59,116.47
Team Fortress 2,15314160,1414680,4784,80,4579,354,32,10.83
Tekken 7,61232640,1619520,27399,67,5373,1419,37,37.81
Tera,29635680,5025960,5927,285,13985,686,116,5.9
Terraria,46810980,1970160,34646,91,5488,1085,45,23.76
The Binding of Isaac: Afterbirth,41263440,1112940,14273,58,3320,956,25,37.08
The Bunker,6572040,24960,23957,10,176,152,0,263.3
The Council,3043020,41280,5465,7,238,70,0,73.72
The Elder Scrolls III: Morrowind,4490760,220260,3353,19,654,104,5,20.39
The Elder Scrolls IV: Oblivion,3280440,326340,2931,24,743,76,7,10.05
The Elder Scrolls Online,34675320,3242400,7492,138,6571,803,75,10.69
The Elder Scrolls V: Skyrim,42645000,4634460,7112,205,12375,988,107,9.2
The Elder Scrolls: Legends,92294640,919020,3794,57,967,2139,21,100.43
The Exorcist: Legion VR,3384120,1440,24228,2,14,78,0,2350.08
The Forest,9069300,1279080,5020,244,4159,210,29,7.09
The Jackbox Party Pack 3,8034600,466320,2559,50,2643,186,10,17.23
The Jackbox Party Pack 4,9490740,421440,41342,44,1913,219,9,22.52
The Joy Of Sex,32757000,17400,40140,16,104,759,0,1882.59
The King of Fighters XIV,5405100,126120,7055,17,398,125,2,42.86
The Last of Us,17936040,1155960,5540,62,3746,415,26,15.52
The Legend of Zelda,4232940,184080,3913,34,307,98,4,23
The Legend of Zelda: A Link to the Past,58349400,2106780,7476,154,2243,1352,48,27.7
The Legend of Zelda: Breath of the Wild,51412560,1796160,10239,78,2910,1191,41,28.62
